vaccine_uptake,unmitigated_reproduction_rate,strategy,vaccinate_kids,vaccinated_infected_arrivals,week,percentile_50th,percentile_95th,percentile_5th,borders_open
50% Vaccinated,4.5,ME_ME_LS,0,2.5,84,2624.0,7948.8,543.2,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,85,2832.0,7206.4,717.6,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,86,2760.0,6620.8,510.4,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,87,2688.0,6172.8,523.0,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,88,2368.0,6659.2,524.4,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,89,2368.0,6409.6,506.4,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,90,1984.0,4675.2,378.6,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,91,1920.0,4547.2,368.0,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,92,1720.0,4800.0,335.2,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,93,1664.0,5321.6,281.8,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,94,1456.0,5763.2,256.0,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,95,1384.0,4489.6,267.6,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,96,1680.0,5129.6,239.0,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,97,1488.0,5059.2,256.0,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,98,1816.0,4870.4,291.8,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,99,1984.0,5577.6,334.2,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,100,1728.0,5769.6,335.6,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,101,1888.0,5513.6,402.2,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,102,2272.0,5401.6,470.6,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,103,1984.0,6534.4,575.2,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,104,2144.0,6278.4,695.2,1
50% Vaccinated,4.5,ME_ME_LS,0,2.5,105,320.0,899.2,43.4,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,0,0.0,0.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,1,0.0,0.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,2,0.0,1.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,3,0.0,3.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,4,0.0,6.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,5,0.0,10.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,6,0.0,17.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,7,0.0,27.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,8,0.0,24.3,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,9,0.0,26.4,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,10,0.0,31.6,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,11,0.0,33.15,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,12,0.0,37.35,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,13,0.0,40.1,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,14,0.0,37.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,15,0.0,27.85,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,16,0.0,25.7,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,17,0.0,30.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,18,0.0,27.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,19,0.0,33.25,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,20,0.0,29.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,21,0.0,37.1,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,22,0.0,23.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,23,0.0,25.65,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,24,0.0,33.2,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,25,0.0,26.3,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,26,0.0,25.1,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,27,0.0,22.2,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,28,0.0,16.15,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,29,0.0,17.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,30,0.0,13.3,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,31,0.0,13.1,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,32,0.0,11.1,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,33,0.0,9.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,34,0.0,9.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,35,0.0,10.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,36,0.0,10.1,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,37,0.0,8.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,38,0.0,9.15,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,39,0.0,9.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,40,0.0,8.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,41,0.0,10.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,42,0.0,9.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,43,0.0,6.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,44,0.0,5.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,45,0.0,5.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,46,0.0,4.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,47,0.0,6.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,48,0.0,5.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,49,0.0,4.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,50,0.0,5.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,51,0.0,8.0,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,52,0.0,9.05,0.0,0
70% Vaccinated,4.5,ME_ME_LS,0,2.5,53,21.0,27.0,17.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,54,45.0,58.05,32.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,55,74.5,97.05,56.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,56,108.0,147.3,80.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,57,167.0,282.05,103.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,58,232.0,392.8,161.9,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,59,284.0,485.0,187.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,60,366.0,884.0,231.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,61,434.0,1092.0,236.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,62,642.0,1515.2,248.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,63,880.0,1808.8,278.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,64,1064.0,3264.0,290.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,65,1256.0,3651.2,299.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,66,1456.0,4096.0,279.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,67,1688.0,4800.0,343.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,68,1792.0,4553.6,398.4,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,69,1880.0,4739.2,448.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,70,1984.0,4614.4,599.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,71,1896.0,4544.0,704.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,72,1696.0,4553.6,655.2,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,73,1536.0,3785.6,479.2,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,74,1520.0,3523.2,398.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,75,1240.0,3785.6,367.2,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,76,1080.0,3651.2,346.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,77,1080.0,3206.4,332.2,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,78,1008.0,3462.4,267.4,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,79,944.0,2899.2,235.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,80,960.0,3200.0,180.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,81,1088.0,3462.4,191.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,82,1088.0,3075.2,187.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,83,1128.0,3520.0,230.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,84,1088.0,3276.8,199.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,85,1128.0,3840.0,175.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,86,1256.0,4499.2,183.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,87,1272.0,4822.4,203.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,88,1360.0,4755.2,231.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,89,1288.0,4704.0,207.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,90,1304.0,4291.2,230.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,91,1328.0,4227.2,184.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,92,1232.0,4336.0,195.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,93,1352.0,3654.4,192.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,94,1104.0,3520.0,211.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,95,1232.0,3846.4,227.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,96,1152.0,3776.0,227.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,97,1064.0,3334.4,216.0,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,98,1000.0,3660.8,199.6,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,99,992.0,3350.4,239.4,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,100,1000.0,3968.0,224.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,101,1048.0,3590.4,199.2,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,102,992.0,3980.8,235.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,103,992.0,3715.2,227.4,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,104,1040.0,3478.4,233.8,1
70% Vaccinated,4.5,ME_ME_LS,0,2.5,105,144.0,576.0,32.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,0,0.0,0.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,1,0.0,0.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,2,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,3,0.0,4.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,4,0.0,6.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,5,0.0,10.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,6,0.0,16.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,7,0.0,13.15,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,8,0.0,20.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,9,0.0,22.15,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,10,0.0,25.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,11,0.0,24.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,12,0.0,23.2,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,13,0.0,27.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,14,0.0,25.7,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,15,0.0,30.1,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,16,0.0,23.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,17,0.0,23.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,18,0.0,23.15,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,19,0.0,27.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,20,0.0,21.15,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,21,0.0,17.2,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,22,0.0,20.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,23,0.0,15.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,24,0.0,13.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,25,0.0,8.1,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,26,0.0,5.1,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,27,0.0,5.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,28,0.0,4.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,29,0.0,3.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,30,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,31,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,32,0.0,2.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,33,0.0,2.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,34,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,35,0.0,2.15,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,36,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,37,0.0,4.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,38,0.0,3.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,39,0.0,4.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,40,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,41,0.0,3.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,42,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,43,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,44,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,45,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,46,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,47,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,48,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,49,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,50,0.0,3.05,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,51,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,52,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_LS,0,2.5,53,20.0,24.0,16.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,54,34.5,46.0,27.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,55,51.0,68.1,39.9,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,56,63.5,88.1,48.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,57,80.0,103.05,57.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,58,85.5,116.15,62.85,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,59,87.0,159.55,62.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,60,91.0,176.0,63.9,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,61,86.5,196.8,63.9,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,62,83.5,209.2,64.9,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,63,81.5,216.4,59.85,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,64,83.0,236.0,62.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,65,83.5,256.4,56.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,66,81.5,260.2,55.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,67,81.0,240.6,56.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,68,77.5,260.2,55.85,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,69,79.5,236.2,55.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,70,80.5,244.4,57.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,71,77.5,288.2,53.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,72,81.5,264.4,56.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,73,80.0,264.4,61.75,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,74,78.5,228.6,58.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,75,81.0,236.2,58.8,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,76,84.0,212.2,60.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,77,80.5,220.8,55.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,78,78.0,240.4,53.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,79,80.0,236.0,57.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,80,82.0,240.8,55.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,81,78.0,260.0,56.9,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,82,78.0,240.0,57.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,83,78.0,264.2,59.85,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,84,79.5,248.6,55.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,85,82.0,233.8,57.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,86,80.0,232.2,56.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,87,82.0,236.2,53.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,88,81.0,260.0,54.85,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,89,75.5,244.2,53.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,90,77.0,262.4,55.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,91,80.5,281.0,54.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,92,80.0,276.4,55.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,93,81.0,276.6,54.8,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,94,76.0,244.2,50.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,95,77.0,252.4,54.9,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,96,77.5,260.4,53.9,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,97,78.0,264.2,55.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,98,79.0,268.0,51.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,99,76.0,285.2,55.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,100,78.0,281.0,52.85,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,101,76.5,276.0,56.85,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,102,80.0,265.6,53.9,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,103,77.0,256.8,53.95,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,104,80.0,244.8,53.0,1
90% Vaccinated,4.5,ME_ME_LS,0,2.5,105,11.0,32.6,6.0,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,0,0.0,0.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,1,0.0,0.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,2,0.0,1.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,3,0.0,3.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,4,0.0,7.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,5,0.0,9.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,6,0.0,16.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,7,0.0,26.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,8,0.0,22.15,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,9,0.0,27.1,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,10,0.0,34.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,11,0.0,39.3,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,12,0.0,44.25,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,13,0.0,54.1,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,14,0.0,48.2,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,15,0.0,49.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,16,1.0,51.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,17,0.0,48.1,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,18,1.0,47.3,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,19,1.0,51.15,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,20,0.0,45.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,21,1.0,47.3,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,22,0.5,47.15,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,23,0.5,45.4,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,24,1.0,44.35,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,25,0.5,45.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,26,1.0,49.1,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,27,1.0,38.2,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,28,0.5,43.1,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,29,1.0,38.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,30,1.0,34.15,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,31,0.0,37.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,32,0.0,32.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,33,0.0,29.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,34,0.0,34.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,35,0.0,32.1,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,36,0.0,34.2,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,37,0.0,34.15,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,38,0.0,26.15,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,39,0.0,20.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,40,0.0,23.15,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,41,0.0,23.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,42,0.0,26.15,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,43,0.0,26.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,44,1.0,29.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,45,0.0,26.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,46,1.0,27.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,47,0.5,22.5,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,48,0.0,29.15,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,49,0.0,35.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,50,0.0,40.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,51,0.0,46.55,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,52,0.0,34.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,12.5,53,106.5,128.3,99.0,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,54,259.5,336.35,210.95,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,55,552.0,705.0,407.6,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,56,1212.0,1744.0,694.4,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,57,2032.0,3443.2,1311.2,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,58,3864.0,5964.8,2015.2,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,59,5088.0,8128.0,3068.8,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,60,5440.0,11011.2,3008.0,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,61,5312.0,11520.0,2489.6,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,62,4416.0,9990.4,2105.6,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,63,3712.0,8460.8,1788.8,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,64,3584.0,6083.2,1216.0,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,65,2912.0,4934.4,1020.8,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,66,2176.0,4486.4,768.0,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,67,1664.0,4544.0,607.2,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,68,1312.0,4166.4,511.2,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,69,1216.0,3904.0,416.0,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,70,1072.0,3971.2,479.2,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,71,1112.0,3846.4,399.6,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,72,1336.0,3459.2,445.6,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,73,1384.0,4038.4,478.4,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,74,1552.0,4672.0,623.2,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,75,1856.0,5635.2,764.0,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,76,2544.0,6665.6,1007.2,1
50% Vaccinated,4.5,ME_ME_LS,0,12.5,77,2976.0,7206.4,1192.8,1
