"v1trans","v2trans","vUptake","strategy","relax","R0","HALYprice","p"
90,50,60,"Moderate Elimination",0,2.5,2000,0.314864624058828
50,75,60,"Moderate Elimination",0,2.5,2000,0.707018915563822
75,75,60,"Moderate Elimination",0,2.5,2000,0.760057752719149
90,75,60,"Moderate Elimination",0,2.5,2000,0.942405314184725
50,90,60,"Moderate Elimination",0,2.5,2000,0.860117387957871
75,90,60,"Moderate Elimination",0,2.5,2000,0.977873300202191
90,90,60,"Moderate Elimination",0,2.5,2000,0.198908298276365
50,50,75,"Moderate Elimination",0,2.5,2000,0.802002130774781
75,50,75,"Moderate Elimination",0,2.5,2000,0.349980371305719
90,50,75,"Moderate Elimination",0,2.5,2000,0.959279900882393
50,75,75,"Moderate Elimination",0,2.5,2000,0.412879895418882
75,75,75,"Moderate Elimination",0,2.5,2000,0.21446617715992
90,75,75,"Moderate Elimination",0,2.5,2000,0.528203660622239
50,90,75,"Moderate Elimination",0,2.5,2000,0.766059092245996
75,90,75,"Moderate Elimination",0,2.5,2000,0.590675049694255
90,90,75,"Moderate Elimination",0,2.5,2000,0.486963141011074
50,50,90,"Moderate Elimination",0,2.5,2000,0.472978010307997
75,50,90,"Moderate Elimination",0,2.5,2000,0.621094401460141
90,50,90,"Moderate Elimination",0,2.5,2000,0.159619492711499
50,75,90,"Moderate Elimination",0,2.5,2000,0.859069632133469
75,75,90,"Moderate Elimination",0,2.5,2000,0.924385223304853
90,75,90,"Moderate Elimination",0,2.5,2000,0.937018631258979
50,90,90,"Moderate Elimination",0,2.5,2000,0.997011230327189
75,90,90,"Moderate Elimination",0,2.5,2000,0.730218905955553
90,90,90,"Moderate Elimination",0,2.5,2000,0.771861178101972
50,50,60,"Aggressive Elimination",0,2.5,2000,0.265974383335561
75,50,60,"Aggressive Elimination",0,2.5,2000,0.515841893618926
90,50,60,"Aggressive Elimination",0,2.5,2000,0.571675493614748
50,75,60,"Aggressive Elimination",0,2.5,2000,0.860227733850479
75,75,60,"Aggressive Elimination",0,2.5,2000,0.303163297474384
90,75,60,"Aggressive Elimination",0,2.5,2000,0.498853147495538
50,90,60,"Aggressive Elimination",0,2.5,2000,0.194287408841774
75,90,60,"Aggressive Elimination",0,2.5,2000,0.658685233676806
90,90,60,"Aggressive Elimination",0,2.5,2000,0.751710383919999
50,50,75,"Aggressive Elimination",0,2.5,2000,0.802976720035076
75,50,75,"Aggressive Elimination",0,2.5,2000,0.0830539087764919
90,50,75,"Aggressive Elimination",0,2.5,2000,0.841514197178185
50,75,75,"Aggressive Elimination",0,2.5,2000,0.427544235950336
75,75,75,"Aggressive Elimination",0,2.5,2000,0.868085401365533
90,75,75,"Aggressive Elimination",0,2.5,2000,0.510987549088895
50,90,75,"Aggressive Elimination",0,2.5,2000,0.0947353888768703
75,90,75,"Aggressive Elimination",0,2.5,2000,0.803097283700481
90,90,75,"Aggressive Elimination",0,2.5,2000,0.337582499720156
50,50,90,"Aggressive Elimination",0,2.5,2000,0.195747777586803
75,50,90,"Aggressive Elimination",0,2.5,2000,0.0786985359154642
90,50,90,"Aggressive Elimination",0,2.5,2000,0.899521260755137
50,75,90,"Aggressive Elimination",0,2.5,2000,0.798733601579443
75,75,90,"Aggressive Elimination",0,2.5,2000,0.978018985362723
90,75,90,"Aggressive Elimination",0,2.5,2000,0.401163205271587
50,90,90,"Aggressive Elimination",0,2.5,2000,0.535530248424038
75,90,90,"Aggressive Elimination",0,2.5,2000,0.0890939370729029
90,90,90,"Aggressive Elimination",0,2.5,2000,0.211334525840357
50,50,60,"Loose Suppression",1,2.5,2000,0.58359259669669
75,50,60,"Loose Suppression",1,2.5,2000,0.734504137653857
90,50,60,"Loose Suppression",1,2.5,2000,0.510188171407208
50,75,60,"Loose Suppression",1,2.5,2000,0.657875415636227
75,75,60,"Loose Suppression",1,2.5,2000,0.354838325176388
90,75,60,"Loose Suppression",1,2.5,2000,0.0609946625772864
50,90,60,"Loose Suppression",1,2.5,2000,0.268644070951268
75,90,60,"Loose Suppression",1,2.5,2000,0.744844556320459
90,90,60,"Loose Suppression",1,2.5,2000,0.957531734835356
50,50,75,"Loose Suppression",1,2.5,2000,0.399308661930263
75,50,75,"Loose Suppression",1,2.5,2000,0.290707502514124
90,50,75,"Loose Suppression",1,2.5,2000,0.612829269142821
50,75,75,"Loose Suppression",1,2.5,2000,0.0142858282197267
75,75,75,"Loose Suppression",1,2.5,2000,0.689207809511572
90,75,75,"Loose Suppression",1,2.5,2000,0.518785236636177
50,90,75,"Loose Suppression",1,2.5,2000,0.216261887690052
75,90,75,"Loose Suppression",1,2.5,2000,0.481504966504872
90,90,75,"Loose Suppression",1,2.5,2000,0.259138986701146
50,50,90,"Loose Suppression",1,2.5,2000,0.604881630511954
75,50,90,"Loose Suppression",1,2.5,2000,0.196187245193869
90,50,90,"Loose Suppression",1,2.5,2000,0.778199105756357
50,75,90,"Loose Suppression",1,2.5,2000,0.918459743726999
75,75,90,"Loose Suppression",1,2.5,2000,0.547206726158038
90,75,90,"Loose Suppression",1,2.5,2000,0.327830581460148
50,90,90,"Loose Suppression",1,2.5,2000,0.647102308692411
75,90,90,"Loose Suppression",1,2.5,2000,0.885161531856284
90,90,90,"Loose Suppression",1,2.5,2000,0.3777149412781
50,50,60,"Tight Suppression",1,2.5,2000,0.288031930569559
75,50,60,"Tight Suppression",1,2.5,2000,0.13537251832895
90,50,60,"Tight Suppression",1,2.5,2000,0.0523996676784009
50,75,60,"Tight Suppression",1,2.5,2000,0.160942003596574
75,75,60,"Tight Suppression",1,2.5,2000,0.347344183828682
90,75,60,"Tight Suppression",1,2.5,2000,0.599532001186162
50,90,60,"Tight Suppression",1,2.5,2000,0.793297909898683
75,90,60,"Tight Suppression",1,2.5,2000,0.0574943895917386
90,90,60,"Tight Suppression",1,2.5,2000,0.554029745515436
50,50,75,"Tight Suppression",1,2.5,2000,0.398930598283187
75,50,75,"Tight Suppression",1,2.5,2000,0.243223146535456
90,50,75,"Tight Suppression",1,2.5,2000,0.450048705562949
50,75,75,"Tight Suppression",1,2.5,2000,0.957317599328235
75,75,75,"Tight Suppression",1,2.5,2000,0.088842524914071
90,75,75,"Tight Suppression",1,2.5,2000,0.997488623252138
50,90,75,"Tight Suppression",1,2.5,2000,0.519255464663729
75,90,75,"Tight Suppression",1,2.5,2000,0.676997755886987
90,90,75,"Tight Suppression",1,2.5,2000,0.00511035416275263
50,50,90,"Tight Suppression",1,2.5,2000,0.975176671519876
75,50,90,"Tight Suppression",1,2.5,2000,0.552517013158649
90,50,90,"Tight Suppression",1,2.5,2000,0.0299696691799909
50,75,90,"Tight Suppression",1,2.5,2000,0.0544406608678401
75,75,90,"Tight Suppression",1,2.5,2000,0.88354459987022
90,75,90,"Tight Suppression",1,2.5,2000,0.303770419443026
50,90,90,"Tight Suppression",1,2.5,2000,0.849059309111908
75,90,90,"Tight Suppression",1,2.5,2000,0.304141438333318
90,90,90,"Tight Suppression",1,2.5,2000,0.0922627109102905
50,50,60,"Moderate Elimination",1,2.5,2000,0.764757804106921
75,50,60,"Moderate Elimination",1,2.5,2000,0.502929075155407
90,50,60,"Moderate Elimination",1,2.5,2000,0.805494282161817
50,75,60,"Moderate Elimination",1,2.5,2000,0.779840119648725
75,75,60,"Moderate Elimination",1,2.5,2000,0.395745695801452
90,75,60,"Moderate Elimination",1,2.5,2000,0.352407538797706
50,90,60,"Moderate Elimination",1,2.5,2000,0.113511559087783
75,90,60,"Moderate Elimination",1,2.5,2000,0.890971679240465
90,90,60,"Moderate Elimination",1,2.5,2000,0.0993331470526755
50,50,75,"Moderate Elimination",1,2.5,2000,0.284811402438208
75,50,75,"Moderate Elimination",1,2.5,2000,0.016518798423931
90,50,75,"Moderate Elimination",1,2.5,2000,0.124362892005593
50,75,75,"Moderate Elimination",1,2.5,2000,0.693932907423005
75,75,75,"Moderate Elimination",1,2.5,2000,0.407910928595811
90,75,75,"Moderate Elimination",1,2.5,2000,0.990614445181563
50,90,75,"Moderate Elimination",1,2.5,2000,0.829460849286988
75,90,75,"Moderate Elimination",1,2.5,2000,0.471966723445803
90,90,75,"Moderate Elimination",1,2.5,2000,0.0707517501432449
50,50,90,"Moderate Elimination",1,2.5,2000,0.219856383744627
75,50,90,"Moderate Elimination",1,2.5,2000,0.287040757015347
90,50,90,"Moderate Elimination",1,2.5,2000,0.286389046814293
50,75,90,"Moderate Elimination",1,2.5,2000,0.158967261668295
75,75,90,"Moderate Elimination",1,2.5,2000,0.962862539803609
90,75,90,"Moderate Elimination",1,2.5,2000,0.444928723853081
50,90,90,"Moderate Elimination",1,2.5,2000,0.661906471475959
75,90,90,"Moderate Elimination",1,2.5,2000,0.0269325061235577
90,90,90,"Moderate Elimination",1,2.5,2000,0.754806619370356
50,50,60,"Aggressive Elimination",1,2.5,2000,0.529377254191786
75,50,60,"Aggressive Elimination",1,2.5,2000,0.648755148518831
90,50,60,"Aggressive Elimination",1,2.5,2000,0.318811974721029
50,75,60,"Aggressive Elimination",1,2.5,2000,0.543875843752176
75,75,60,"Aggressive Elimination",1,2.5,2000,0.0816034218296409
90,75,60,"Aggressive Elimination",1,2.5,2000,0.0194395289290696
50,90,60,"Aggressive Elimination",1,2.5,2000,0.78091839235276
75,90,60,"Aggressive Elimination",1,2.5,2000,0.449824378825724
90,90,60,"Aggressive Elimination",1,2.5,2000,0.46228826767765
50,50,75,"Aggressive Elimination",1,2.5,2000,0.384050191147253
75,50,75,"Aggressive Elimination",1,2.5,2000,0.92572379950434
90,50,75,"Aggressive Elimination",1,2.5,2000,0.603427241789177
50,75,75,"Aggressive Elimination",1,2.5,2000,0.137550140963867
75,75,75,"Aggressive Elimination",1,2.5,2000,0.102689990540966
90,75,75,"Aggressive Elimination",1,2.5,2000,0.0143702782224864
50,90,75,"Aggressive Elimination",1,2.5,2000,0.935830146074295
75,90,75,"Aggressive Elimination",1,2.5,2000,0.264150228351355
90,90,75,"Aggressive Elimination",1,2.5,2000,0.744834504788741
50,50,90,"Aggressive Elimination",1,2.5,2000,0.421197080751881
75,50,90,"Aggressive Elimination",1,2.5,2000,0.335329601541162
90,50,90,"Aggressive Elimination",1,2.5,2000,0.853246129117906
50,75,90,"Aggressive Elimination",1,2.5,2000,0.430507445009425
75,75,90,"Aggressive Elimination",1,2.5,2000,0.726211956236511
90,75,90,"Aggressive Elimination",1,2.5,2000,0.653194451937452
50,90,90,"Aggressive Elimination",1,2.5,2000,0.525754782138392
75,90,90,"Aggressive Elimination",1,2.5,2000,0.993943508714437
90,90,90,"Aggressive Elimination",1,2.5,2000,0.776356842136011
50,50,60,"Loose Suppression",0,3.125,2000,0.773335515521467
75,50,60,"Loose Suppression",0,3.125,2000,0.507685993565246
90,50,60,"Loose Suppression",0,3.125,2000,0.363463996211067
50,75,60,"Loose Suppression",0,3.125,2000,0.655593069735914
75,75,60,"Loose Suppression",0,3.125,2000,0.451141243102029
90,75,60,"Loose Suppression",0,3.125,2000,0.0260424679145217
50,90,60,"Loose Suppression",0,3.125,2000,0.496136656263843
75,90,60,"Loose Suppression",0,3.125,2000,0.895550608402118
90,90,60,"Loose Suppression",0,3.125,2000,0.378439323976636
50,50,75,"Loose Suppression",0,3.125,2000,0.236244763247669
75,50,75,"Loose Suppression",0,3.125,2000,0.891162252286449
90,50,75,"Loose Suppression",0,3.125,2000,0.533522343961522
50,75,75,"Loose Suppression",0,3.125,2000,0.370947569608688
75,75,75,"Loose Suppression",0,3.125,2000,0.683382513700053
90,75,75,"Loose Suppression",0,3.125,2000,0.559994467999786
50,90,75,"Loose Suppression",0,3.125,2000,0.523396775126457
75,90,75,"Loose Suppression",0,3.125,2000,0.290361839812249
90,90,75,"Loose Suppression",0,3.125,2000,0.833490357035771
50,50,90,"Loose Suppression",0,3.125,2000,0.0107178792823106
75,50,90,"Loose Suppression",0,3.125,2000,0.418942903168499
90,50,90,"Loose Suppression",0,3.125,2000,0.702247755136341
50,75,90,"Loose Suppression",0,3.125,2000,0.187055888120085
75,75,90,"Loose Suppression",0,3.125,2000,0.0819355712737888
90,75,90,"Loose Suppression",0,3.125,2000,0.167406111955643
50,90,90,"Loose Suppression",0,3.125,2000,0.474180986406282
75,90,90,"Loose Suppression",0,3.125,2000,0.0219447144772857
90,90,90,"Loose Suppression",0,3.125,2000,0.137707638787106
50,50,60,"Tight Suppression",0,3.125,2000,0.944187695160508
75,50,60,"Tight Suppression",0,3.125,2000,0.0540166599676013
90,50,60,"Tight Suppression",0,3.125,2000,0.569193901494145
50,75,60,"Tight Suppression",0,3.125,2000,0.170260051265359
75,75,60,"Tight Suppression",0,3.125,2000,0.575045560253784
90,75,60,"Tight Suppression",0,3.125,2000,0.276974753243849
50,90,60,"Tight Suppression",0,3.125,2000,0.619348130654544
75,90,60,"Tight Suppression",0,3.125,2000,0.527742370031774
90,90,60,"Tight Suppression",0,3.125,2000,0.994412319036201
50,50,75,"Tight Suppression",0,3.125,2000,0.0531379459425807
75,50,75,"Tight Suppression",0,3.125,2000,0.793933138251305
90,50,75,"Tight Suppression",0,3.125,2000,0.912187589332461
50,75,75,"Tight Suppression",0,3.125,2000,0.378851193701848
75,75,75,"Tight Suppression",0,3.125,2000,0.231728061800823
90,75,75,"Tight Suppression",0,3.125,2000,0.882830223534256
50,90,75,"Tight Suppression",0,3.125,2000,0.205856329062954
75,90,75,"Tight Suppression",0,3.125,2000,0.518980285851285
90,90,75,"Tight Suppression",0,3.125,2000,0.915672862436622
50,50,90,"Tight Suppression",0,3.125,2000,0.279182551661506
75,50,90,"Tight Suppression",0,3.125,2000,0.0645885041449219
90,50,90,"Tight Suppression",0,3.125,2000,0.146293075289577
50,75,90,"Tight Suppression",0,3.125,2000,0.985050355782732
75,75,90,"Tight Suppression",0,3.125,2000,0.026570294983685
90,75,90,"Tight Suppression",0,3.125,2000,0.0356100513599813
50,90,90,"Tight Suppression",0,3.125,2000,0.620249564060941
75,90,90,"Tight Suppression",0,3.125,2000,0.794574372470379
90,90,90,"Tight Suppression",0,3.125,2000,0.109016152797267
50,50,60,"Moderate Elimination",0,3.125,2000,0.598038526251912
75,50,60,"Moderate Elimination",0,3.125,2000,0.360480514587834
90,50,60,"Moderate Elimination",0,3.125,2000,0.185231028823182
50,75,60,"Moderate Elimination",0,3.125,2000,0.12713234196417
75,75,60,"Moderate Elimination",0,3.125,2000,0.766463630832732
90,75,60,"Moderate Elimination",0,3.125,2000,0.699260979192331
50,90,60,"Moderate Elimination",0,3.125,2000,0.316279466729611
75,90,60,"Moderate Elimination",0,3.125,2000,0.476096848258749
90,90,60,"Moderate Elimination",0,3.125,2000,0.427471104310825
50,50,75,"Moderate Elimination",0,3.125,2000,0.710907862754539
75,50,75,"Moderate Elimination",0,3.125,2000,0.569763581268489
90,50,75,"Moderate Elimination",0,3.125,2000,0.719774828059599
50,75,75,"Moderate Elimination",0,3.125,2000,0.105649797711521
75,75,75,"Moderate Elimination",0,3.125,2000,0.664113487815484
90,75,75,"Moderate Elimination",0,3.125,2000,0.612382878316566
50,90,75,"Moderate Elimination",0,3.125,2000,0.20488414214924
75,90,75,"Moderate Elimination",0,3.125,2000,0.163289334857836
90,90,75,"Moderate Elimination",0,3.125,2000,0.433688407298177
50,50,90,"Moderate Elimination",0,3.125,2000,0.462360115488991
75,50,90,"Moderate Elimination",0,3.125,2000,0.201513685751706
90,50,90,"Moderate Elimination",0,3.125,2000,0.0344423109199852
50,75,90,"Moderate Elimination",0,3.125,2000,0.249488529749215
75,75,90,"Moderate Elimination",0,3.125,2000,0.83144909562543
90,75,90,"Moderate Elimination",0,3.125,2000,0.500673720147461
50,90,90,"Moderate Elimination",0,3.125,2000,0.0930142041761428
75,90,90,"Moderate Elimination",0,3.125,2000,0.505508259870112
90,90,90,"Moderate Elimination",0,3.125,2000,0.727747679688036
50,50,60,"Aggressive Elimination",0,3.125,2000,0.920001038117334
75,50,60,"Aggressive Elimination",0,3.125,2000,0.0145298971328884
90,50,60,"Aggressive Elimination",0,3.125,2000,0.0890385215170681
50,75,60,"Aggressive Elimination",0,3.125,2000,0.603393661323935
75,75,60,"Aggressive Elimination",0,3.125,2000,0.969021705677733
90,75,60,"Aggressive Elimination",0,3.125,2000,0.873695086454973
50,90,60,"Aggressive Elimination",0,3.125,2000,0.612197287846357
75,90,60,"Aggressive Elimination",0,3.125,2000,0.901576355099678
90,90,60,"Aggressive Elimination",0,3.125,2000,0.499703753506765
50,50,75,"Aggressive Elimination",0,3.125,2000,0.512999901315197
75,50,75,"Aggressive Elimination",0,3.125,2000,0.198818844044581
90,50,75,"Aggressive Elimination",0,3.125,2000,0.630791704636067
50,75,75,"Aggressive Elimination",0,3.125,2000,0.308114216895774
75,75,75,"Aggressive Elimination",0,3.125,2000,0.324148575775325
90,75,75,"Aggressive Elimination",0,3.125,2000,0.14205365255475
50,90,75,"Aggressive Elimination",0,3.125,2000,0.574896753299981
75,90,75,"Aggressive Elimination",0,3.125,2000,0.82281638472341
90,90,75,"Aggressive Elimination",0,3.125,2000,0.461447104811668
50,50,90,"Aggressive Elimination",0,3.125,2000,0.654284356627613
75,50,90,"Aggressive Elimination",0,3.125,2000,0.711088306037709
90,50,90,"Aggressive Elimination",0,3.125,2000,0.657036246964708
50,75,90,"Aggressive Elimination",0,3.125,2000,0.412930140970275
75,75,90,"Aggressive Elimination",0,3.125,2000,0.089719689451158
90,75,90,"Aggressive Elimination",0,3.125,2000,0.937073255190626
50,90,90,"Aggressive Elimination",0,3.125,2000,0.692101838532835
75,90,90,"Aggressive Elimination",0,3.125,2000,0.927262568380684
90,90,90,"Aggressive Elimination",0,3.125,2000,0.658109427895397
50,50,60,"Loose Suppression",1,3.125,2000,0.451348135014996
75,50,60,"Loose Suppression",1,3.125,2000,0.664754321565852
90,50,60,"Loose Suppression",1,3.125,2000,0.406251105479896
50,75,60,"Loose Suppression",1,3.125,2000,0.82767172716558
75,75,60,"Loose Suppression",1,3.125,2000,0.99236423545517
90,75,60,"Loose Suppression",1,3.125,2000,0.455536871682853
50,90,60,"Loose Suppression",1,3.125,2000,0.797912391833961
75,90,60,"Loose Suppression",1,3.125,2000,0.884061644552276
90,90,60,"Loose Suppression",1,3.125,2000,0.39833217440173
50,50,75,"Loose Suppression",1,3.125,2000,0.100082281045616
75,50,75,"Loose Suppression",1,3.125,2000,0.0523514009546489
90,50,75,"Loose Suppression",1,3.125,2000,0.182178575545549
50,75,75,"Loose Suppression",1,3.125,2000,0.259000416379422
75,75,75,"Loose Suppression",1,3.125,2000,0.548360534245148
90,75,75,"Loose Suppression",1,3.125,2000,0.724445471540093
50,90,75,"Loose Suppression",1,3.125,2000,0.622712875716388
75,90,75,"Loose Suppression",1,3.125,2000,0.938498020870611
90,90,75,"Loose Suppression",1,3.125,2000,0.659784076269716
50,50,90,"Loose Suppression",1,3.125,2000,0.299043461447582
75,50,90,"Loose Suppression",1,3.125,2000,0.479380981530994
90,50,90,"Loose Suppression",1,3.125,2000,0.92170743108727
50,75,90,"Loose Suppression",1,3.125,2000,0.60476049175486
75,75,90,"Loose Suppression",1,3.125,2000,0.622436563717201
90,75,90,"Loose Suppression",1,3.125,2000,0.368974515469745
50,90,90,"Loose Suppression",1,3.125,2000,0.206066518789157
75,90,90,"Loose Suppression",1,3.125,2000,0.314907122869045
90,90,90,"Loose Suppression",1,3.125,2000,0.560820695012808
50,50,60,"Tight Suppression",1,3.125,2000,0.960558028193191
75,50,60,"Tight Suppression",1,3.125,2000,0.916381782386452
90,50,60,"Tight Suppression",1,3.125,2000,0.201661271043122
50,75,60,"Tight Suppression",1,3.125,2000,0.962930506793782
75,75,60,"Tight Suppression",1,3.125,2000,0.0221983685623854
90,75,60,"Tight Suppression",1,3.125,2000,0.683514350559562
50,90,60,"Tight Suppression",1,3.125,2000,0.434229662176222
75,90,60,"Tight Suppression",1,3.125,2000,0.194371902151033
90,90,60,"Tight Suppression",1,3.125,2000,0.557279149768874
50,50,75,"Tight Suppression",1,3.125,2000,0.334315019194037
75,50,75,"Tight Suppression",1,3.125,2000,0.637888480676338
90,50,75,"Tight Suppression",1,3.125,2000,0.850177798653021
50,75,75,"Tight Suppression",1,3.125,2000,0.266440657665953
75,75,75,"Tight Suppression",1,3.125,2000,0.189444256946445
90,75,75,"Tight Suppression",1,3.125,2000,0.0162331243045628
50,90,75,"Tight Suppression",1,3.125,2000,0.130790368421003
75,90,75,"Tight Suppression",1,3.125,2000,0.881187688559294
90,90,75,"Tight Suppression",1,3.125,2000,0.876334617845714
50,50,90,"Tight Suppression",1,3.125,2000,0.0477755793835968
75,50,90,"Tight Suppression",1,3.125,2000,0.280430381884798
90,50,90,"Tight Suppression",1,3.125,2000,0.00745920743793249
50,75,90,"Tight Suppression",1,3.125,2000,0.380761926528066
75,75,90,"Tight Suppression",1,3.125,2000,0.150516591966152
90,75,90,"Tight Suppression",1,3.125,2000,0.764930573757738
50,90,90,"Tight Suppression",1,3.125,2000,0.559725717408583
75,90,90,"Tight Suppression",1,3.125,2000,0.47975513804704
90,90,90,"Tight Suppression",1,3.125,2000,0.499491303926334
50,50,60,"Moderate Elimination",1,3.125,2000,0.808050670893863
75,50,60,"Moderate Elimination",1,3.125,2000,0.500433133682236
90,50,60,"Moderate Elimination",1,3.125,2000,0.550001038005576
50,75,60,"Moderate Elimination",1,3.125,2000,0.0318862884305418
75,75,60,"Moderate Elimination",1,3.125,2000,0.382464166730642
90,75,60,"Moderate Elimination",1,3.125,2000,0.648539636284113
50,90,60,"Moderate Elimination",1,3.125,2000,0.696297561051324
75,90,60,"Moderate Elimination",1,3.125,2000,0.448693610029295
90,90,60,"Moderate Elimination",1,3.125,2000,0.636970361229032
50,50,75,"Moderate Elimination",1,3.125,2000,0.450871524168178
75,50,75,"Moderate Elimination",1,3.125,2000,0.910749100614339
90,50,75,"Moderate Elimination",1,3.125,2000,0.288850601529703
50,75,75,"Moderate Elimination",1,3.125,2000,0.248586077708751
75,75,75,"Moderate Elimination",1,3.125,2000,0.843837499152869
90,75,75,"Moderate Elimination",1,3.125,2000,0.278870849637315
50,90,75,"Moderate Elimination",1,3.125,2000,0.126112397061661
75,90,75,"Moderate Elimination",1,3.125,2000,0.312958235153928
90,90,75,"Moderate Elimination",1,3.125,2000,0.541915299836546
50,50,90,"Moderate Elimination",1,3.125,2000,0.40239444677718
75,50,90,"Moderate Elimination",1,3.125,2000,0.817937315907329
90,50,90,"Moderate Elimination",1,3.125,2000,0.654665975365788
50,75,90,"Moderate Elimination",1,3.125,2000,0.127948180772364
75,75,90,"Moderate Elimination",1,3.125,2000,0.776246858760715
90,75,90,"Moderate Elimination",1,3.125,2000,0.749703614739701
50,90,90,"Moderate Elimination",1,3.125,2000,0.318458645837381
75,90,90,"Moderate Elimination",1,3.125,2000,0.531953271478415
90,90,90,"Moderate Elimination",1,3.125,2000,0.920002089813352
50,50,60,"Aggressive Elimination",1,3.125,2000,0.0669290514197201
75,50,60,"Aggressive Elimination",1,3.125,2000,0.923058731947094
90,50,60,"Aggressive Elimination",1,3.125,2000,0.595514138927683
50,75,60,"Aggressive Elimination",1,3.125,2000,0.568977493559942
75,75,60,"Aggressive Elimination",1,3.125,2000,0.738216701196507
90,75,60,"Aggressive Elimination",1,3.125,2000,0.845243673073128
50,90,60,"Aggressive Elimination",1,3.125,2000,0.730327538913116
75,90,60,"Aggressive Elimination",1,3.125,2000,0.998322827275842
90,90,60,"Aggressive Elimination",1,3.125,2000,0.486179409781471
50,50,75,"Aggressive Elimination",1,3.125,2000,0.212070310255513
75,50,75,"Aggressive Elimination",1,3.125,2000,0.741153329843655
90,50,75,"Aggressive Elimination",1,3.125,2000,0.255928003229201
50,75,75,"Aggressive Elimination",1,3.125,2000,0.445000856183469
75,75,75,"Aggressive Elimination",1,3.125,2000,0.614994082832709
90,75,75,"Aggressive Elimination",1,3.125,2000,0.598553393734619
50,90,75,"Aggressive Elimination",1,3.125,2000,0.170887720538303
75,90,75,"Aggressive Elimination",1,3.125,2000,0.749661264009774
90,90,75,"Aggressive Elimination",1,3.125,2000,0.935299935285002
50,50,90,"Aggressive Elimination",1,3.125,2000,0.718821624526754
75,50,90,"Aggressive Elimination",1,3.125,2000,0.389053483959287
90,50,90,"Aggressive Elimination",1,3.125,2000,0.540090152528137
50,75,90,"Aggressive Elimination",1,3.125,2000,0.100677145877853
75,75,90,"Aggressive Elimination",1,3.125,2000,0.149227008223534
90,75,90,"Aggressive Elimination",1,3.125,2000,0.335531240096316
50,90,90,"Aggressive Elimination",1,3.125,2000,0.608080171979964
75,90,90,"Aggressive Elimination",1,3.125,2000,0.412743079010397
90,90,90,"Aggressive Elimination",1,3.125,2000,0.873342061880976
50,50,60,"Loose Suppression",0,3.75,2000,0.879776699701324
75,50,60,"Loose Suppression",0,3.75,2000,0.958713329397142
90,50,60,"Loose Suppression",0,3.75,2000,0.759235845413059
50,75,60,"Loose Suppression",0,3.75,2000,0.961925129871815
75,75,60,"Loose Suppression",0,3.75,2000,0.20439233048819
90,75,60,"Loose Suppression",0,3.75,2000,0.014319404726848
50,90,60,"Loose Suppression",0,3.75,2000,0.188587884418666
75,90,60,"Loose Suppression",0,3.75,2000,0.498118312330917
90,90,60,"Loose Suppression",0,3.75,2000,0.235668517649174
50,50,75,"Loose Suppression",0,3.75,2000,0.0163683602586389
75,50,75,"Loose Suppression",0,3.75,2000,0.638676573522389
90,50,75,"Loose Suppression",0,3.75,2000,0.168145322939381
50,75,75,"Loose Suppression",0,3.75,2000,0.850387352285907
75,75,75,"Loose Suppression",0,3.75,2000,0.120145502733067
90,75,75,"Loose Suppression",0,3.75,2000,0.9458807783667
50,90,75,"Loose Suppression",0,3.75,2000,0.856547296280041
75,90,75,"Loose Suppression",0,3.75,2000,0.813498999690637
90,90,75,"Loose Suppression",0,3.75,2000,0.83570092311129
50,50,90,"Loose Suppression",0,3.75,2000,0.192064860602841
75,50,90,"Loose Suppression",0,3.75,2000,0.00524716288782656
90,50,90,"Loose Suppression",0,3.75,2000,0.405613476410508
50,75,90,"Loose Suppression",0,3.75,2000,0.994595725554973
75,75,90,"Loose Suppression",0,3.75,2000,0.846558513585478
90,75,90,"Loose Suppression",0,3.75,2000,0.434832578757778
50,90,90,"Loose Suppression",0,3.75,2000,0.333800687920302
75,90,90,"Loose Suppression",0,3.75,2000,0.666445227107033
90,90,90,"Loose Suppression",0,3.75,2000,0.517955005168915
50,50,60,"Tight Suppression",0,3.75,2000,0.696152051445097
75,50,60,"Tight Suppression",0,3.75,2000,0.403417886001989
90,50,60,"Tight Suppression",0,3.75,2000,0.723751175450161
50,75,60,"Tight Suppression",0,3.75,2000,0.0571119070518762
75,75,60,"Tight Suppression",0,3.75,2000,0.979955428512767
90,75,60,"Tight Suppression",0,3.75,2000,0.992006447864696
50,90,60,"Tight Suppression",0,3.75,2000,0.289169708266854
75,90,60,"Tight Suppression",0,3.75,2000,0.530273236799985
90,90,60,"Tight Suppression",0,3.75,2000,0.358304671011865
50,50,75,"Tight Suppression",0,3.75,2000,0.275682100793347
75,50,75,"Tight Suppression",0,3.75,2000,0.566504954360425
90,50,75,"Tight Suppression",0,3.75,2000,0.954194727353752
50,75,75,"Tight Suppression",0,3.75,2000,0.877371203154325
75,75,75,"Tight Suppression",0,3.75,2000,0.199691940797493
90,75,75,"Tight Suppression",0,3.75,2000,0.401190303498879
50,90,75,"Tight Suppression",0,3.75,2000,0.138046560343355
75,90,75,"Tight Suppression",0,3.75,2000,0.72281812177971
90,90,75,"Tight Suppression",0,3.75,2000,0.117468639276922
50,50,90,"Tight Suppression",0,3.75,2000,0.983763136202469
75,50,90,"Tight Suppression",0,3.75,2000,0.513640616089106
90,50,90,"Tight Suppression",0,3.75,2000,0.711367199663073
50,75,90,"Tight Suppression",0,3.75,2000,0.217996069695801
