vu,R0,str,vk,va,tp,ms,wk,q50,q95,q5,bo
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,9,0.29,2.58,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,10,0.14,1.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,11,0.29,1.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,12,0.29,1.88,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,13,0.29,1.72,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,14,0.21,2.29,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,15,0.21,2.01,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,16,0.29,1.73,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,17,0.14,1.44,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,18,0.29,2.01,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,19,0.29,2.16,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,20,0.14,2.15,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,21,0.29,1.58,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,22,0.14,1.29,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,23,0.29,1.72,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,24,0.21,1.44,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,25,0.29,1.43,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,26,0.29,1.71,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,27,0.29,1.71,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,28,0.29,1.58,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,29,0.36,1.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,30,0.29,1.44,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,31,0.43,1.71,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,32,0.57,2.19,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,33,0.71,3.46,0.14,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,34,1.0,4.01,0.14,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,35,1.14,4.44,0.14,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,36,1.29,4.74,0.29,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,37,1.43,5.29,0.29,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,38,1.43,4.89,0.29,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,39,1.86,4.76,0.29,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,40,1.71,5.01,0.42,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,41,1.71,5.03,0.43,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,42,1.5,4.87,0.43,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,43,1.5,6.01,0.29,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,44,1.64,6.01,0.43,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,45,1.64,5.59,0.29,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,46,1.64,5.89,0.43,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,47,1.86,4.46,0.42,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,48,1.43,3.89,0.42,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,49,1.71,4.29,0.43,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,50,1.57,4.46,0.43,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,51,1.64,4.71,0.29,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,52,1.79,5.0,0.28,0
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,53,1.79,4.86,0.29,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,54,1.71,5.21,0.42,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,55,1.86,5.59,0.42,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,56,1.57,4.86,0.42,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,57,1.71,5.44,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,58,1.86,4.86,0.42,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,59,1.57,4.3,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,60,1.64,4.3,0.29,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,61,1.64,5.15,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,62,1.71,5.01,0.57,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,63,2.0,4.89,0.56,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,64,1.93,4.86,0.57,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,65,1.86,5.15,0.57,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,66,2.14,5.72,0.57,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,67,1.93,5.86,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,68,1.71,5.01,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,69,1.57,4.73,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,70,1.57,5.58,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,71,1.57,5.23,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,72,1.71,5.31,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,73,1.79,5.03,0.57,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,74,1.71,5.43,0.57,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,75,1.86,5.6,0.71,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,76,2.21,5.01,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,77,1.86,5.07,0.57,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,78,1.71,5.18,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,79,2.0,5.59,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,80,1.86,5.59,0.57,1
80% Vaccinated,5.0,ME_TS_LS,0,0.2,ass100_90at5,2,81,2.0,5.86,0.43,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,0,0.0,0.0,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,1,0.0,0.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,2,0.0,2.43,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,3,0.0,3.03,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,4,0.14,2.61,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,5,0.29,4.0,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,6,0.29,4.44,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,7,0.29,3.57,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,8,0.43,3.02,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,9,0.43,3.3,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,10,0.36,3.29,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,11,0.43,3.46,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,12,0.43,2.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,13,0.43,2.74,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,14,0.43,2.74,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,15,0.43,2.74,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,16,0.43,2.57,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,17,0.36,2.74,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,18,0.43,3.29,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,19,0.43,4.15,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,20,0.36,4.15,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,21,0.36,4.34,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,22,0.43,4.36,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,23,0.57,4.51,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,24,0.57,6.58,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,25,0.64,5.62,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,26,0.57,6.32,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,27,0.43,6.54,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,28,0.71,9.74,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,29,0.71,9.02,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,30,1.21,14.74,0.14,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,31,3.5,15.9,1.14,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,32,6.29,19.41,2.84,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,33,7.79,20.7,4.42,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,34,8.57,28.44,2.98,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,35,10.07,36.06,3.42,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,36,13.93,68.34,3.28,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,37,16.71,93.02,3.71,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,38,20.57,89.42,4.71,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,39,25.71,139.18,5.12,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,40,25.29,174.34,6.41,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,41,26.57,193.05,6.43,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,42,35.36,231.62,6.39,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,43,33.64,250.91,6.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,44,41.79,278.68,6.39,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,45,52.71,347.72,4.71,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,46,47.57,285.62,5.53,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,47,48.21,239.34,6.39,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,48,47.57,313.01,5.55,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,49,52.71,303.75,5.55,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,50,56.57,247.44,7.65,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,51,57.86,290.06,8.83,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,52,52.71,314.74,7.69,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,53,59.79,278.29,7.61,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,54,46.29,290.06,6.43,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,55,38.57,280.61,6.84,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,56,38.57,232.59,6.8,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,57,35.36,232.78,6.43,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,58,34.71,246.28,6.81,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,59,30.64,256.89,5.98,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,60,36.0,210.6,5.56,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,61,34.71,231.43,5.96,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,62,28.29,191.7,6.84,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,63,36.64,199.03,6.0,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,64,37.93,221.79,7.67,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,65,34.71,244.16,8.96,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,66,34.5,255.15,6.0,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,67,41.79,220.24,6.86,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,68,42.43,232.97,6.84,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,69,36.64,289.86,7.71,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,70,44.36,279.26,8.06,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,71,44.36,313.01,8.12,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,72,44.36,278.87,7.42,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,73,43.71,244.16,7.26,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,74,45.0,224.1,8.51,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,75,45.0,232.01,8.14,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,76,45.64,243.19,9.84,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,77,50.14,232.59,9.34,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,78,50.79,255.15,8.96,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,79,52.07,258.62,7.69,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,80,52.07,293.53,7.24,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,1a,81,50.14,278.87,5.91,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,0,0.0,0.0,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,1,0.0,0.57,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,2,0.0,0.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,3,0.0,1.57,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,4,0.0,1.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,5,0.0,1.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,6,0.0,2.14,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,7,0.14,2.01,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,8,0.29,2.46,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,9,0.29,2.58,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,10,0.14,1.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,11,0.29,1.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,12,0.29,1.88,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,13,0.29,1.72,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,14,0.21,2.29,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,15,0.21,2.01,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,16,0.29,1.73,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,17,0.14,1.44,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,18,0.29,2.01,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,19,0.29,2.16,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,20,0.14,2.15,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,21,0.29,1.58,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,22,0.14,1.29,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,23,0.29,1.72,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,24,0.21,1.44,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,25,0.29,1.43,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,26,0.29,1.71,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,27,0.29,1.71,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,28,0.29,1.58,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,29,0.36,1.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,30,0.57,1.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,31,2.0,3.86,0.57,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,32,3.0,6.01,1.29,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,33,3.86,7.3,1.85,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,34,4.71,7.86,2.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,35,5.0,11.21,2.14,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,36,5.14,13.31,2.41,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,37,5.21,15.43,2.28,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,38,5.57,18.9,2.27,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,39,5.71,16.33,2.41,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,40,5.57,20.57,2.55,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,41,5.57,16.78,2.28,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,42,6.29,16.41,2.71,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,43,6.93,16.74,2.57,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,44,7.29,16.84,2.57,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,45,7.71,26.23,2.56,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,46,7.29,36.13,2.26,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,47,6.86,25.84,2.71,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,48,7.71,25.91,3.0,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,49,7.71,24.43,2.14,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,50,6.86,28.67,2.56,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,51,6.64,37.8,2.55,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,52,6.86,41.4,2.85,0
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,53,7.29,38.57,2.57,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,54,7.71,39.02,2.57,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,55,7.64,28.67,2.85,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,56,9.0,33.49,2.14,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,57,7.71,28.48,2.29,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,58,7.93,32.85,2.28,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,59,8.36,34.46,2.42,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,60,9.21,38.83,2.71,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,61,8.36,34.2,2.29,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,62,9.0,24.69,2.71,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,63,8.57,29.57,2.28,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,64,9.0,32.59,2.71,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,65,9.86,38.76,2.98,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,66,10.29,28.41,2.27,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,67,8.36,43.01,2.14,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,68,7.93,27.26,2.85,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,69,8.57,30.92,2.85,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,70,9.0,27.06,2.14,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,71,9.0,24.49,2.99,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,72,9.0,30.92,2.99,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,73,8.57,31.18,2.57,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,74,8.36,25.78,2.99,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,75,8.14,29.7,2.71,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,76,9.0,23.16,3.28,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,77,8.57,29.64,2.71,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,78,7.5,30.64,2.56,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,79,7.71,24.0,3.14,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,80,8.14,28.48,2.86,1
80% Vaccinated,5.0,ME_TS_LS,0,1.0,ass100_90at5,2,81,8.79,30.02,3.0,1
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,0,0.0,0.0,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,1,0.0,0.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,2,0.0,2.43,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,3,0.0,3.03,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,4,0.14,2.61,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,5,0.29,4.0,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,6,0.29,4.44,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,7,0.29,3.57,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,8,0.43,3.02,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,9,0.43,3.3,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,10,0.36,3.29,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,11,0.43,3.46,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,12,0.43,2.86,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,13,0.43,2.74,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,14,0.43,2.74,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,15,0.43,2.74,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,16,0.43,2.57,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,17,0.36,2.74,0.0,0
80% Vaccinated,5.0,ME_TS_LS,0,5.0,ass100_90at5,1a,18,0.43,3.29,0.0,0
