vu,R0,str,vr,vk,va,wk,q50,q95,q5,bo
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,47,38.86,468.57,12.81,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,48,48.29,448.0,10.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,49,53.71,412.34,11.86,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,50,56.57,440.23,11.94,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,51,50.57,496.11,12.41,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,52,62.29,588.8,13.28,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,53,72.86,687.77,13.82,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,54,94.86,650.06,12.68,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,55,100.0,559.54,14.24,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,56,112.57,489.6,14.7,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,57,131.43,613.94,16.53,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,58,132.57,732.8,15.94,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,59,146.29,714.97,16.46,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,60,122.57,631.77,14.39,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,61,81.14,586.06,13.83,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,62,94.86,539.66,14.86,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,63,72.29,714.51,14.85,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,64,78.86,717.71,13.88,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,65,66.29,540.8,13.11,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,66,71.71,439.31,12.99,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,67,76.29,471.77,14.26,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,68,62.86,533.03,14.12,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,69,63.14,606.17,13.11,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,70,56.86,524.34,11.7,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,71,70.86,492.46,11.57,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,72,64.29,695.31,12.54,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,73,77.43,731.89,11.99,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,74,88.0,650.06,13.56,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,75,92.0,630.86,15.94,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,76,97.14,627.66,14.21,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,77,93.71,685.71,14.84,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,78,106.57,505.94,15.75,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,79,87.43,613.03,14.26,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,80,83.14,482.51,12.97,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,5.0,81,85.71,549.49,14.05,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,0,0.0,0.29,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,1,0.0,1.29,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,2,0.14,4.16,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,3,0.29,7.16,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,4,0.71,10.28,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,5,1.36,11.31,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,6,1.43,13.75,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,7,1.79,12.71,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,8,2.79,14.72,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,9,2.86,14.97,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,10,2.86,14.89,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,11,3.07,13.86,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,12,3.5,14.74,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,13,4.0,13.87,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,14,4.43,14.88,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,15,3.86,15.58,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,16,3.5,17.78,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,17,4.29,24.85,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,18,5.64,33.97,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,19,7.57,45.49,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,20,8.71,68.34,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,21,8.71,77.51,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,22,8.71,72.06,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,23,7.79,74.34,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,24,5.0,67.03,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,25,4.93,81.29,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,26,3.86,70.46,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,27,2.29,63.11,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,28,1.79,64.66,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,29,2.21,53.29,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,30,36.57,77.29,31.56,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,31,75.71,117.49,49.11,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,32,118.57,239.2,78.26,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,33,187.43,395.43,80.06,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,34,297.14,581.94,115.74,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,35,352.0,889.6,148.91,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,36,384.0,915.2,139.43,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,37,425.14,961.83,138.51,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,38,387.43,805.03,79.77,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,39,292.57,742.4,52.37,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,40,168.0,725.94,59.31,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,41,102.86,708.57,48.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,42,85.71,631.31,47.97,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,43,85.71,476.8,47.4,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,44,90.29,329.71,44.43,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,45,96.0,375.31,48.54,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,46,114.29,404.0,49.14,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,47,146.29,688.0,50.17,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,48,225.14,696.69,53.66,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,49,257.14,815.54,63.97,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,50,246.86,974.63,63.89,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,51,278.86,851.2,66.29,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,52,243.43,769.83,59.74,0
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,53,195.43,678.4,59.43,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,54,165.71,662.86,60.8,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,55,147.43,576.46,55.4,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,56,131.43,581.49,44.54,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,57,130.29,614.86,54.8,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,58,149.71,626.29,49.11,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,59,152.0,568.23,49.69,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,60,171.43,470.06,47.97,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,61,162.29,506.51,54.2,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,62,165.71,515.66,51.23,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,63,179.43,649.6,52.49,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,64,162.29,768.0,51.91,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,65,155.43,777.6,59.34,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,66,164.57,707.2,54.77,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,67,166.86,770.29,49.09,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,68,172.57,576.0,56.46,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,69,176.0,478.63,51.37,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,70,165.71,587.77,47.43,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,71,160.0,688.0,49.63,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,72,179.43,585.6,54.2,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,73,176.0,613.49,51.91,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,74,158.86,702.74,56.94,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,75,155.43,708.57,54.23,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,76,170.29,551.77,51.91,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,77,195.43,539.89,50.23,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,78,178.29,696.69,50.83,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,79,173.71,696.69,57.03,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,80,185.14,586.63,54.74,1
90% Vaccinated,5.0,ME_TS_LS,INT,0,25.0,81,210.29,662.4,50.83,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,0,0.0,0.29,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,1,0.0,1.29,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,2,0.14,4.16,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,3,0.29,7.16,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,4,0.71,10.28,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,5,1.36,11.31,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,6,1.43,13.75,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,7,1.79,12.71,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,8,2.79,14.72,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,9,2.86,14.97,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,10,2.86,14.89,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,11,3.14,13.86,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,12,3.57,14.74,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,13,4.07,13.87,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,14,4.57,14.88,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,15,3.86,15.58,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,16,3.36,17.78,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,17,4.14,24.85,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,18,5.0,32.77,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,19,6.64,54.66,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,20,7.64,61.46,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,21,7.64,76.14,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,22,6.86,79.2,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,23,5.79,59.86,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,24,5.5,66.86,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,25,3.0,64.23,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,26,1.79,73.8,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,27,1.21,64.09,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,28,1.0,34.31,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,29,0.57,26.94,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,30,1.0,25.17,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,31,1.07,30.2,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,32,1.14,28.37,0.14,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,33,1.64,40.8,0.14,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,34,1.64,43.54,0.14,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,35,1.64,38.74,0.42,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,36,2.36,60.26,0.14,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,37,2.5,55.8,0.14,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,38,3.14,69.77,0.14,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,39,3.43,72.77,0.14,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,40,4.86,71.49,0.29,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,41,5.21,108.0,0.14,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,42,5.86,97.26,0.29,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,43,5.57,183.54,0.29,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,44,5.71,215.77,0.29,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,45,5.79,287.31,0.14,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,46,5.5,235.43,0.43,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,47,5.79,412.11,0.29,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,48,7.21,363.89,0.57,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,49,6.14,395.2,0.57,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,50,6.0,399.09,0.71,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,51,6.64,289.03,0.43,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,52,5.93,297.03,0.28,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,53,6.43,269.37,0.42,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,54,4.71,274.4,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,55,4.5,228.91,0.14,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,56,4.36,117.03,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,57,4.21,109.03,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,58,4.71,118.17,0.14,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,59,4.14,112.0,0.28,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,60,3.93,185.94,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,61,4.36,253.83,0.28,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,62,3.71,235.2,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,63,4.29,126.74,0.42,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,64,4.14,125.26,0.56,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,65,5.14,123.66,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,66,5.57,132.0,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,67,5.14,139.31,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,68,6.36,116.0,0.42,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,69,5.57,106.74,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,70,6.0,129.83,0.42,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,71,6.21,168.8,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,72,6.0,109.31,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,73,5.57,97.14,0.14,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,74,5.86,94.14,0.28,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,75,4.57,72.14,0.43,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,76,5.93,84.91,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,77,6.0,114.31,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,78,4.93,97.6,0.43,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,79,6.07,105.29,0.28,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,80,5.71,82.43,0.29,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,0.2,81,6.43,115.66,0.14,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,0,0.0,0.29,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,1,0.0,1.29,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,2,0.14,4.16,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,3,0.29,7.16,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,4,0.64,10.28,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,5,1.07,11.31,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,6,1.21,13.75,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,7,1.57,12.71,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,8,2.64,14.72,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,9,2.71,14.97,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,10,2.79,14.89,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,11,3.07,13.86,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,12,3.5,14.74,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,13,4.07,13.87,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,14,4.43,14.88,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,15,3.93,15.58,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,16,3.5,17.78,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,17,4.29,24.85,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,18,5.29,32.77,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,19,6.86,54.66,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,20,8.0,61.46,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,21,8.0,76.14,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,22,8.43,79.2,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,23,6.86,59.86,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,24,5.71,66.86,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,25,3.07,64.23,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,26,1.93,73.8,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,27,1.29,64.09,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,28,1.21,34.31,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,29,0.57,26.94,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,30,1.86,22.26,1.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,31,3.29,31.46,1.71,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,32,5.29,37.74,1.86,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,33,7.36,45.77,3.13,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,34,9.36,50.4,3.13,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,35,11.93,58.34,3.99,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,36,12.0,62.31,4.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,37,13.5,63.54,4.7,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,38,14.86,73.74,4.85,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,39,14.0,84.0,3.85,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,40,14.57,112.74,4.11,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,41,14.43,228.23,3.99,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,42,12.93,313.49,3.85,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,43,13.29,372.34,4.96,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,44,14.21,414.51,5.85,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,45,14.5,505.14,6.42,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,46,14.5,462.29,6.69,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,47,16.43,542.63,5.86,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,48,15.0,448.46,5.71,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,49,14.64,348.8,4.71,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,50,14.5,320.34,3.99,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,51,14.29,364.34,4.56,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,52,13.71,259.2,3.56,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,53,13.21,253.71,3.56,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,54,11.79,233.26,3.41,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,55,11.07,174.63,3.43,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,56,11.0,238.86,3.28,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,57,12.43,245.6,4.14,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,58,12.36,261.26,4.14,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,59,13.36,258.63,4.41,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,60,13.0,281.71,3.69,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,61,13.79,287.09,3.71,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,62,14.07,374.97,3.84,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,63,13.57,250.06,3.56,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,64,13.0,206.29,3.71,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,65,12.0,282.29,3.41,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,66,13.07,279.2,4.28,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,67,12.36,274.51,4.14,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,68,12.14,291.54,3.7,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,69,13.0,263.31,3.69,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,70,13.5,341.14,3.96,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,71,12.93,339.89,4.0,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,72,12.86,358.97,3.28,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,73,13.57,290.86,3.86,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,74,14.29,321.49,4.43,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,75,14.43,336.34,4.13,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,76,13.36,402.74,4.39,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,77,12.36,383.2,3.42,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,78,12.71,266.51,3.85,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,79,13.57,250.29,3.41,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,80,11.21,240.91,3.56,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,1.0,81,11.64,266.74,3.56,1
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,0,0.0,0.29,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,1,0.0,1.29,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,2,0.14,4.16,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,3,0.29,7.16,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,4,0.71,10.28,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,5,1.21,11.31,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,6,1.21,13.75,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,7,1.57,12.71,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,8,2.64,14.72,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,9,2.71,14.97,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,10,2.79,14.89,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,11,3.07,13.86,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,12,3.5,14.74,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,13,4.0,13.87,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,14,4.43,14.88,0.0,0
90% Vaccinated,5.0,ME_TS_LS,INT,1,5.0,15,3.86,15.58,0.0,0
