"strategy","v1trans","v2trans","vUptake","relax","R0","effect","HALY","timeHorizon","morbt","sortVar"
"Loose Suppression",90,50,60,0,3.125,"Depression",-141.84,"Y1","Morbidity",2
"Loose Suppression",90,50,60,0,3.75,"Depression",-348.17,"Y1","Morbidity",2
"Loose Suppression",90,50,60,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,50,60,1,3.125,"Depression",-113.71,"Y1","Morbidity",2
"Loose Suppression",90,50,60,1,3.75,"Depression",-338.77,"Y1","Morbidity",2
"Loose Suppression",90,75,60,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,75,60,0,3.125,"Depression",-100.04,"Y1","Morbidity",2
"Loose Suppression",90,75,60,0,3.75,"Depression",-262.97,"Y1","Morbidity",2
"Loose Suppression",90,75,60,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,75,60,1,3.125,"Depression",-70.36,"Y1","Morbidity",2
"Loose Suppression",90,75,60,1,3.75,"Depression",-271.05,"Y1","Morbidity",2
"Loose Suppression",90,90,60,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,90,60,0,3.125,"Depression",-74.59,"Y1","Morbidity",2
"Loose Suppression",90,90,60,0,3.75,"Depression",-212.3,"Y1","Morbidity",2
"Loose Suppression",90,90,60,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,90,60,1,3.125,"Depression",-48.93,"Y1","Morbidity",2
"Loose Suppression",90,90,60,1,3.75,"Depression",-211.92,"Y1","Morbidity",2
"Loose Suppression",50,50,75,0,2.5,"Depression",-0.97,"Y1","Morbidity",2
"Loose Suppression",50,50,75,0,3.125,"Depression",-202.69,"Y1","Morbidity",2
"Loose Suppression",50,50,75,0,3.75,"Depression",-386.83,"Y1","Morbidity",2
"Loose Suppression",50,50,75,1,2.5,"Depression",-0.83,"Y1","Morbidity",2
"Loose Suppression",50,50,75,1,3.125,"Depression",-161.49,"Y1","Morbidity",2
"Loose Suppression",50,50,75,1,3.75,"Depression",-363.78,"Y1","Morbidity",2
"Loose Suppression",50,75,75,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",50,75,75,0,3.125,"Depression",-156.9,"Y1","Morbidity",2
"Loose Suppression",50,75,75,0,3.75,"Depression",-318.36,"Y1","Morbidity",2
"Loose Suppression",50,75,75,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",50,75,75,1,3.125,"Depression",-113.83,"Y1","Morbidity",2
"Loose Suppression",50,75,75,1,3.75,"Depression",-293.76,"Y1","Morbidity",2
"Loose Suppression",50,90,75,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",50,90,75,0,3.125,"Depression",-137.47,"Y1","Morbidity",2
"Loose Suppression",50,90,75,0,3.75,"Depression",-239.63,"Y1","Morbidity",2
"Loose Suppression",50,90,75,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",50,90,75,1,3.125,"Depression",-96.63,"Y1","Morbidity",2
"Loose Suppression",50,90,75,1,3.75,"Depression",-234.2,"Y1","Morbidity",2
"Loose Suppression",75,50,75,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,50,75,0,3.125,"Depression",-137.6,"Y1","Morbidity",2
"Loose Suppression",75,50,75,0,3.75,"Depression",-349.24,"Y1","Morbidity",2
"Loose Suppression",75,50,75,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,50,75,1,3.125,"Depression",-99.28,"Y1","Morbidity",2
"Loose Suppression",75,50,75,1,3.75,"Depression",-324.56,"Y1","Morbidity",2
"Loose Suppression",75,75,75,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,75,75,0,3.125,"Depression",-97.88,"Y1","Morbidity",2
"Loose Suppression",75,75,75,0,3.75,"Depression",-241.68,"Y1","Morbidity",2
"Loose Suppression",75,75,75,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,75,75,1,3.125,"Depression",-68.05,"Y1","Morbidity",2
"Loose Suppression",75,75,75,1,3.75,"Depression",-237.31,"Y1","Morbidity",2
"Loose Suppression",75,90,75,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,90,75,0,3.125,"Depression",-75.81,"Y1","Morbidity",2
"Loose Suppression",75,90,75,0,3.75,"Depression",-204.28,"Y1","Morbidity",2
"Loose Suppression",75,90,75,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,90,75,1,3.125,"Depression",-50.18,"Y1","Morbidity",2
"Loose Suppression",75,90,75,1,3.75,"Depression",-189.47,"Y1","Morbidity",2
"Loose Suppression",90,50,75,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,50,75,0,3.125,"Depression",-72.9,"Y1","Morbidity",2
"Loose Suppression",90,50,75,0,3.75,"Depression",-287.36,"Y1","Morbidity",2
"Loose Suppression",90,50,75,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,50,75,1,3.125,"Depression",-50.39,"Y1","Morbidity",2
"Loose Suppression",90,50,75,1,3.75,"Depression",-277.24,"Y1","Morbidity",2
"Loose Suppression",90,75,75,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,75,75,0,3.125,"Depression",-46.47,"Y1","Morbidity",2
"Loose Suppression",90,75,75,0,3.75,"Depression",-215.21,"Y1","Morbidity",2
"Loose Suppression",90,75,75,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,75,75,1,3.125,"Depression",-28.87,"Y1","Morbidity",2
"Loose Suppression",90,75,75,1,3.75,"Depression",-194.9,"Y1","Morbidity",2
"Loose Suppression",90,90,75,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,90,75,0,3.125,"Depression",-32.23,"Y1","Morbidity",2
"Loose Suppression",90,90,75,0,3.75,"Depression",-189.43,"Y1","Morbidity",2
"Loose Suppression",90,90,75,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,90,75,1,3.125,"Depression",-21.78,"Y1","Morbidity",2
"Loose Suppression",90,90,75,1,3.75,"Depression",-178.14,"Y1","Morbidity",2
"Loose Suppression",50,50,90,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",50,50,90,0,3.125,"Depression",-157.59,"Y1","Morbidity",2
"Loose Suppression",50,50,90,0,3.75,"Depression",-352.13,"Y1","Morbidity",2
"Loose Suppression",50,50,90,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",50,50,90,1,3.125,"Depression",-125.6,"Y1","Morbidity",2
"Loose Suppression",50,50,90,1,3.75,"Depression",-345.39,"Y1","Morbidity",2
"Loose Suppression",50,75,90,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",50,75,90,0,3.125,"Depression",-122.63,"Y1","Morbidity",2
"Loose Suppression",50,75,90,0,3.75,"Depression",-227.83,"Y1","Morbidity",2
"Loose Suppression",50,75,90,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",50,75,90,1,3.125,"Depression",-87.26,"Y1","Morbidity",2
"Loose Suppression",50,75,90,1,3.75,"Depression",-241.64,"Y1","Morbidity",2
"Loose Suppression",50,90,90,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",50,90,90,0,3.125,"Depression",-95.41,"Y1","Morbidity",2
"Loose Suppression",50,90,90,0,3.75,"Depression",-195.13,"Y1","Morbidity",2
"Loose Suppression",50,90,90,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",50,90,90,1,3.125,"Depression",-67.34,"Y1","Morbidity",2
"Loose Suppression",50,90,90,1,3.75,"Depression",-198.99,"Y1","Morbidity",2
"Loose Suppression",75,50,90,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,50,90,0,3.125,"Depression",-83.08,"Y1","Morbidity",2
"Loose Suppression",75,50,90,0,3.75,"Depression",-281.34,"Y1","Morbidity",2
"Loose Suppression",75,50,90,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,50,90,1,3.125,"Depression",-59.35,"Y1","Morbidity",2
"Loose Suppression",75,50,90,1,3.75,"Depression",-264.09,"Y1","Morbidity",2
"Loose Suppression",75,75,90,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,75,90,0,3.125,"Depression",-64.22,"Y1","Morbidity",2
"Loose Suppression",75,75,90,0,3.75,"Depression",-190.9,"Y1","Morbidity",2
"Loose Suppression",75,75,90,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,75,90,1,3.125,"Depression",-30.56,"Y1","Morbidity",2
"Loose Suppression",75,75,90,1,3.75,"Depression",-187.58,"Y1","Morbidity",2
"Loose Suppression",75,90,90,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,90,90,0,3.125,"Depression",-43.26,"Y1","Morbidity",2
"Loose Suppression",75,90,90,0,3.75,"Depression",-189.25,"Y1","Morbidity",2
"Loose Suppression",75,90,90,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",75,90,90,1,3.125,"Depression",-26.72,"Y1","Morbidity",2
"Loose Suppression",75,90,90,1,3.75,"Depression",-174.11,"Y1","Morbidity",2
"Loose Suppression",90,50,90,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,50,90,0,3.125,"Depression",-17.65,"Y1","Morbidity",2
"Loose Suppression",90,50,90,0,3.75,"Depression",-221.65,"Y1","Morbidity",2
"Loose Suppression",90,50,90,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,50,90,1,3.125,"Depression",-15.74,"Y1","Morbidity",2
"Loose Suppression",90,50,90,1,3.75,"Depression",-197.22,"Y1","Morbidity",2
"Loose Suppression",90,75,90,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,75,90,0,3.125,"Depression",-16.81,"Y1","Morbidity",2
"Loose Suppression",90,75,90,0,3.75,"Depression",-181.54,"Y1","Morbidity",2
"Loose Suppression",90,75,90,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,75,90,1,3.125,"Depression",-9.25,"Y1","Morbidity",2
"Loose Suppression",90,75,90,1,3.75,"Depression",-161.41,"Y1","Morbidity",2
"Loose Suppression",90,90,90,0,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,90,90,0,3.125,"Depression",-11.6,"Y1","Morbidity",2
"Loose Suppression",90,90,90,0,3.75,"Depression",-171.86,"Y1","Morbidity",2
"Loose Suppression",90,90,90,1,2.5,"Depression",0,"Y1","Morbidity",2
"Loose Suppression",90,90,90,1,3.125,"Depression",-5.1,"Y1","Morbidity",2
"Loose Suppression",90,90,90,1,3.75,"Depression",-155.22,"Y1","Morbidity",2
"Aggressive Elimination",50,50,60,0,2.5,"Self-Harm",-5.08,"Y1","Morbidity",3
"Aggressive Elimination",50,50,60,0,3.125,"Self-Harm",-7.99,"Y1","Morbidity",3
"Aggressive Elimination",50,50,60,0,3.75,"Self-Harm",-11.82,"Y1","Morbidity",3
"Aggressive Elimination",50,50,60,1,2.5,"Self-Harm",-1.3,"Y1","Morbidity",3
"Aggressive Elimination",50,50,60,1,3.125,"Self-Harm",-3.09,"Y1","Morbidity",3
"Aggressive Elimination",50,50,60,1,3.75,"Self-Harm",-7.62,"Y1","Morbidity",3
"Aggressive Elimination",50,75,60,0,2.5,"Self-Harm",-4.7,"Y1","Morbidity",3
"Aggressive Elimination",50,75,60,0,3.125,"Self-Harm",-7.49,"Y1","Morbidity",3
"Aggressive Elimination",50,75,60,0,3.75,"Self-Harm",-11.52,"Y1","Morbidity",3
"Aggressive Elimination",50,75,60,1,2.5,"Self-Harm",-1.27,"Y1","Morbidity",3
"Aggressive Elimination",50,75,60,1,3.125,"Self-Harm",-2.76,"Y1","Morbidity",3
"Aggressive Elimination",50,75,60,1,3.75,"Self-Harm",-6.55,"Y1","Morbidity",3
"Aggressive Elimination",50,90,60,0,2.5,"Self-Harm",-4.2,"Y1","Morbidity",3
"Aggressive Elimination",50,90,60,0,3.125,"Self-Harm",-7.1,"Y1","Morbidity",3
"Aggressive Elimination",50,90,60,0,3.75,"Self-Harm",-11.21,"Y1","Morbidity",3
"Aggressive Elimination",50,90,60,1,2.5,"Self-Harm",-1.24,"Y1","Morbidity",3
"Aggressive Elimination",50,90,60,1,3.125,"Self-Harm",-2.63,"Y1","Morbidity",3
"Aggressive Elimination",50,90,60,1,3.75,"Self-Harm",-6.12,"Y1","Morbidity",3
"Aggressive Elimination",75,50,60,0,2.5,"Self-Harm",-4.88,"Y1","Morbidity",3
"Aggressive Elimination",75,50,60,0,3.125,"Self-Harm",-7.13,"Y1","Morbidity",3
"Aggressive Elimination",75,50,60,0,3.75,"Self-Harm",-11.24,"Y1","Morbidity",3
"Aggressive Elimination",75,50,60,1,2.5,"Self-Harm",-1.25,"Y1","Morbidity",3
"Aggressive Elimination",75,50,60,1,3.125,"Self-Harm",-2.4,"Y1","Morbidity",3
"Aggressive Elimination",75,50,60,1,3.75,"Self-Harm",-6.65,"Y1","Morbidity",3
"Aggressive Elimination",75,75,60,0,2.5,"Self-Harm",-4.46,"Y1","Morbidity",3
"Aggressive Elimination",75,75,60,0,3.125,"Self-Harm",-6.48,"Y1","Morbidity",3
"Aggressive Elimination",75,75,60,0,3.75,"Self-Harm",-10.63,"Y1","Morbidity",3
"Aggressive Elimination",75,75,60,1,2.5,"Self-Harm",-1.24,"Y1","Morbidity",3
"Aggressive Elimination",75,75,60,1,3.125,"Self-Harm",-2.31,"Y1","Morbidity",3
"Aggressive Elimination",75,75,60,1,3.75,"Self-Harm",-5.75,"Y1","Morbidity",3
"Aggressive Elimination",75,90,60,0,2.5,"Self-Harm",-3.94,"Y1","Morbidity",3
"Aggressive Elimination",75,90,60,0,3.125,"Self-Harm",-6.04,"Y1","Morbidity",3
"Aggressive Elimination",75,90,60,0,3.75,"Self-Harm",-10.24,"Y1","Morbidity",3
"Aggressive Elimination",75,90,60,1,2.5,"Self-Harm",-1.24,"Y1","Morbidity",3
"Aggressive Elimination",75,90,60,1,3.125,"Self-Harm",-2.27,"Y1","Morbidity",3
"Aggressive Elimination",75,90,60,1,3.75,"Self-Harm",-5.31,"Y1","Morbidity",3
"Aggressive Elimination",90,50,60,0,2.5,"Self-Harm",-4.45,"Y1","Morbidity",3
"Aggressive Elimination",90,50,60,0,3.125,"Self-Harm",-6.67,"Y1","Morbidity",3
"Aggressive Elimination",90,50,60,0,3.75,"Self-Harm",-10.6,"Y1","Morbidity",3
"Aggressive Elimination",90,50,60,1,2.5,"Self-Harm",-1.2,"Y1","Morbidity",3
"Aggressive Elimination",90,50,60,1,3.125,"Self-Harm",-2.17,"Y1","Morbidity",3
"Aggressive Elimination",90,50,60,1,3.75,"Self-Harm",-5.51,"Y1","Morbidity",3
"Aggressive Elimination",90,75,60,0,2.5,"Self-Harm",-4.12,"Y1","Morbidity",3
"Aggressive Elimination",90,75,60,0,3.125,"Self-Harm",-6.13,"Y1","Morbidity",3
"Aggressive Elimination",90,75,60,0,3.75,"Self-Harm",-10.11,"Y1","Morbidity",3
"Aggressive Elimination",90,75,60,1,2.5,"Self-Harm",-1.19,"Y1","Morbidity",3
"Aggressive Elimination",90,75,60,1,3.125,"Self-Harm",-2.15,"Y1","Morbidity",3
"Aggressive Elimination",90,75,60,1,3.75,"Self-Harm",-4.88,"Y1","Morbidity",3
"Aggressive Elimination",90,90,60,0,2.5,"Self-Harm",-3.63,"Y1","Morbidity",3
"Aggressive Elimination",90,90,60,0,3.125,"Self-Harm",-5.66,"Y1","Morbidity",3
"Aggressive Elimination",90,90,60,0,3.75,"Self-Harm",-9.42,"Y1","Morbidity",3
"Aggressive Elimination",90,90,60,1,2.5,"Self-Harm",-1.2,"Y1","Morbidity",3
"Aggressive Elimination",90,90,60,1,3.125,"Self-Harm",-2.11,"Y1","Morbidity",3
"Aggressive Elimination",90,90,60,1,3.75,"Self-Harm",-4.72,"Y1","Morbidity",3
"Aggressive Elimination",50,50,75,0,2.5,"Self-Harm",-4.84,"Y1","Morbidity",3
"Aggressive Elimination",50,50,75,0,3.125,"Self-Harm",-7.55,"Y1","Morbidity",3
"Aggressive Elimination",50,50,75,0,3.75,"Self-Harm",-11.15,"Y1","Morbidity",3
"Aggressive Elimination",50,50,75,1,2.5,"Self-Harm",-1.24,"Y1","Morbidity",3
"Aggressive Elimination",50,50,75,1,3.125,"Self-Harm",-2.64,"Y1","Morbidity",3
"Aggressive Elimination",50,50,75,1,3.75,"Self-Harm",-6.98,"Y1","Morbidity",3
"Aggressive Elimination",50,75,75,0,2.5,"Self-Harm",-4.34,"Y1","Morbidity",3
"Aggressive Elimination",50,75,75,0,3.125,"Self-Harm",-7.02,"Y1","Morbidity",3
"Aggressive Elimination",50,75,75,0,3.75,"Self-Harm",-10.69,"Y1","Morbidity",3
"Aggressive Elimination",50,75,75,1,2.5,"Self-Harm",-1.24,"Y1","Morbidity",3
"Aggressive Elimination",50,75,75,1,3.125,"Self-Harm",-2.48,"Y1","Morbidity",3
"Aggressive Elimination",50,75,75,1,3.75,"Self-Harm",-5.84,"Y1","Morbidity",3
"Aggressive Elimination",50,90,75,0,2.5,"Self-Harm",-3.89,"Y1","Morbidity",3
"Aggressive Elimination",50,90,75,0,3.125,"Self-Harm",-6.21,"Y1","Morbidity",3
"Aggressive Elimination",50,90,75,0,3.75,"Self-Harm",-10.09,"Y1","Morbidity",3
"Aggressive Elimination",50,90,75,1,2.5,"Self-Harm",-1.23,"Y1","Morbidity",3
"Aggressive Elimination",50,90,75,1,3.125,"Self-Harm",-2.53,"Y1","Morbidity",3
"Aggressive Elimination",50,90,75,1,3.75,"Self-Harm",-5.47,"Y1","Morbidity",3
"Aggressive Elimination",75,50,75,0,2.5,"Self-Harm",-4.62,"Y1","Morbidity",3
"Aggressive Elimination",75,50,75,0,3.125,"Self-Harm",-6.71,"Y1","Morbidity",3
"Aggressive Elimination",75,50,75,0,3.75,"Self-Harm",-10.09,"Y1","Morbidity",3
"Aggressive Elimination",75,50,75,1,2.5,"Self-Harm",-1.2,"Y1","Morbidity",3
"Aggressive Elimination",75,50,75,1,3.125,"Self-Harm",-2.21,"Y1","Morbidity",3
"Aggressive Elimination",75,50,75,1,3.75,"Self-Harm",-5.32,"Y1","Morbidity",3
"Aggressive Elimination",75,75,75,0,2.5,"Self-Harm",-3.98,"Y1","Morbidity",3
"Aggressive Elimination",75,75,75,0,3.125,"Self-Harm",-6.01,"Y1","Morbidity",3
"Aggressive Elimination",75,75,75,0,3.75,"Self-Harm",-9.45,"Y1","Morbidity",3
"Aggressive Elimination",75,75,75,1,2.5,"Self-Harm",-1.19,"Y1","Morbidity",3
"Aggressive Elimination",75,75,75,1,3.125,"Self-Harm",-2.18,"Y1","Morbidity",3
"Aggressive Elimination",75,75,75,1,3.75,"Self-Harm",-4.69,"Y1","Morbidity",3
"Aggressive Elimination",75,90,75,0,2.5,"Self-Harm",-3.58,"Y1","Morbidity",3
"Aggressive Elimination",75,90,75,0,3.125,"Self-Harm",-5.42,"Y1","Morbidity",3
"Aggressive Elimination",75,90,75,0,3.75,"Self-Harm",-8.74,"Y1","Morbidity",3
"Aggressive Elimination",75,90,75,1,2.5,"Self-Harm",-1.2,"Y1","Morbidity",3
"Aggressive Elimination",75,90,75,1,3.125,"Self-Harm",-2.17,"Y1","Morbidity",3
"Aggressive Elimination",75,90,75,1,3.75,"Self-Harm",-4.39,"Y1","Morbidity",3
"Aggressive Elimination",90,50,75,0,2.5,"Self-Harm",-4.12,"Y1","Morbidity",3
"Aggressive Elimination",90,50,75,0,3.125,"Self-Harm",-6.02,"Y1","Morbidity",3
"Aggressive Elimination",90,50,75,0,3.75,"Self-Harm",-9.56,"Y1","Morbidity",3
"Aggressive Elimination",90,50,75,1,2.5,"Self-Harm",-1.18,"Y1","Morbidity",3
"Aggressive Elimination",90,50,75,1,3.125,"Self-Harm",-2.05,"Y1","Morbidity",3
"Aggressive Elimination",90,50,75,1,3.75,"Self-Harm",-4.53,"Y1","Morbidity",3
"Aggressive Elimination",90,75,75,0,2.5,"Self-Harm",-3.6,"Y1","Morbidity",3
"Aggressive Elimination",90,75,75,0,3.125,"Self-Harm",-5.4,"Y1","Morbidity",3
"Aggressive Elimination",90,75,75,0,3.75,"Self-Harm",-8.87,"Y1","Morbidity",3
"Aggressive Elimination",90,75,75,1,2.5,"Self-Harm",-1.18,"Y1","Morbidity",3
"Aggressive Elimination",90,75,75,1,3.125,"Self-Harm",-2.01,"Y1","Morbidity",3
"Aggressive Elimination",90,75,75,1,3.75,"Self-Harm",-4.27,"Y1","Morbidity",3
"Aggressive Elimination",90,90,75,0,2.5,"Self-Harm",-3.16,"Y1","Morbidity",3
"Aggressive Elimination",90,90,75,0,3.125,"Self-Harm",-4.8,"Y1","Morbidity",3
"Aggressive Elimination",90,90,75,0,3.75,"Self-Harm",-8.01,"Y1","Morbidity",3
"Aggressive Elimination",90,90,75,1,2.5,"Self-Harm",-1.19,"Y1","Morbidity",3
"Aggressive Elimination",90,90,75,1,3.125,"Self-Harm",-2.03,"Y1","Morbidity",3
"Aggressive Elimination",90,90,75,1,3.75,"Self-Harm",-4.16,"Y1","Morbidity",3
"Aggressive Elimination",50,50,90,0,2.5,"Self-Harm",-4.58,"Y1","Morbidity",3
"Aggressive Elimination",50,50,90,0,3.125,"Self-Harm",-6.75,"Y1","Morbidity",3
"Aggressive Elimination",50,50,90,0,3.75,"Self-Harm",-11.18,"Y1","Morbidity",3
"Aggressive Elimination",50,50,90,1,2.5,"Self-Harm",-1.22,"Y1","Morbidity",3
"Aggressive Elimination",50,50,90,1,3.125,"Self-Harm",-2.39,"Y1","Morbidity",3
"Aggressive Elimination",50,50,90,1,3.75,"Self-Harm",-6.08,"Y1","Morbidity",3
"Aggressive Elimination",50,75,90,0,2.5,"Self-Harm",-4.07,"Y1","Morbidity",3
"Aggressive Elimination",50,75,90,0,3.125,"Self-Harm",-6.04,"Y1","Morbidity",3
"Aggressive Elimination",50,75,90,0,3.75,"Self-Harm",-10.21,"Y1","Morbidity",3
"Aggressive Elimination",50,75,90,1,2.5,"Self-Harm",-1.23,"Y1","Morbidity",3
"Aggressive Elimination",50,75,90,1,3.125,"Self-Harm",-2.39,"Y1","Morbidity",3
"Aggressive Elimination",50,75,90,1,3.75,"Self-Harm",-5.31,"Y1","Morbidity",3
"Aggressive Elimination",50,90,90,0,2.5,"Self-Harm",-3.48,"Y1","Morbidity",3
"Aggressive Elimination",50,90,90,0,3.125,"Self-Harm",-5.45,"Y1","Morbidity",3
"Aggressive Elimination",50,90,90,0,3.75,"Self-Harm",-9.42,"Y1","Morbidity",3
"Aggressive Elimination",50,90,90,1,2.5,"Self-Harm",-1.24,"Y1","Morbidity",3
"Aggressive Elimination",50,90,90,1,3.125,"Self-Harm",-2.26,"Y1","Morbidity",3
"Aggressive Elimination",50,90,90,1,3.75,"Self-Harm",-5.05,"Y1","Morbidity",3
"Aggressive Elimination",75,50,90,0,2.5,"Self-Harm",-4.03,"Y1","Morbidity",3
"Aggressive Elimination",75,50,90,0,3.125,"Self-Harm",-6.36,"Y1","Morbidity",3
"Aggressive Elimination",75,50,90,0,3.75,"Self-Harm",-9.73,"Y1","Morbidity",3
"Aggressive Elimination",75,50,90,1,2.5,"Self-Harm",-1.19,"Y1","Morbidity",3
"Aggressive Elimination",75,50,90,1,3.125,"Self-Harm",-2.08,"Y1","Morbidity",3
"Aggressive Elimination",75,50,90,1,3.75,"Self-Harm",-4.83,"Y1","Morbidity",3
"Aggressive Elimination",75,75,90,0,2.5,"Self-Harm",-3.55,"Y1","Morbidity",3
"Aggressive Elimination",75,75,90,0,3.125,"Self-Harm",-5.55,"Y1","Morbidity",3
"Aggressive Elimination",75,75,90,0,3.75,"Self-Harm",-8.84,"Y1","Morbidity",3
"Aggressive Elimination",75,75,90,1,2.5,"Self-Harm",-1.19,"Y1","Morbidity",3
"Aggressive Elimination",75,75,90,1,3.125,"Self-Harm",-2.05,"Y1","Morbidity",3
"Aggressive Elimination",75,75,90,1,3.75,"Self-Harm",-4.47,"Y1","Morbidity",3
"Aggressive Elimination",75,90,90,0,2.5,"Self-Harm",-2.84,"Y1","Morbidity",3
"Aggressive Elimination",75,90,90,0,3.125,"Self-Harm",-4.73,"Y1","Morbidity",3
"Aggressive Elimination",75,90,90,0,3.75,"Self-Harm",-7.97,"Y1","Morbidity",3
"Aggressive Elimination",75,90,90,1,2.5,"Self-Harm",-1.2,"Y1","Morbidity",3
"Aggressive Elimination",75,90,90,1,3.125,"Self-Harm",-2.04,"Y1","Morbidity",3
"Aggressive Elimination",75,90,90,1,3.75,"Self-Harm",-4.37,"Y1","Morbidity",3
"Aggressive Elimination",90,50,90,0,2.5,"Self-Harm",-3.75,"Y1","Morbidity",3
"Aggressive Elimination",90,50,90,0,3.125,"Self-Harm",-5.45,"Y1","Morbidity",3
"Aggressive Elimination",90,50,90,0,3.75,"Self-Harm",-8.66,"Y1","Morbidity",3
"Aggressive Elimination",90,50,90,1,2.5,"Self-Harm",-1.16,"Y1","Morbidity",3
"Aggressive Elimination",90,50,90,1,3.125,"Self-Harm",-1.92,"Y1","Morbidity",3
"Aggressive Elimination",90,50,90,1,3.75,"Self-Harm",-3.93,"Y1","Morbidity",3
"Aggressive Elimination",90,75,90,0,2.5,"Self-Harm",-3.19,"Y1","Morbidity",3
"Aggressive Elimination",90,75,90,0,3.125,"Self-Harm",-4.77,"Y1","Morbidity",3
"Aggressive Elimination",90,75,90,0,3.75,"Self-Harm",-7.84,"Y1","Morbidity",3
"Aggressive Elimination",90,75,90,1,2.5,"Self-Harm",-1.16,"Y1","Morbidity",3
"Aggressive Elimination",90,75,90,1,3.125,"Self-Harm",-1.94,"Y1","Morbidity",3
"Aggressive Elimination",90,75,90,1,3.75,"Self-Harm",-3.82,"Y1","Morbidity",3
"Aggressive Elimination",90,90,90,0,2.5,"Self-Harm",-2.62,"Y1","Morbidity",3
"Aggressive Elimination",90,90,90,0,3.125,"Self-Harm",-3.96,"Y1","Morbidity",3
"Aggressive Elimination",90,90,90,0,3.75,"Self-Harm",-6.91,"Y1","Morbidity",3
"Aggressive Elimination",90,90,90,1,2.5,"Self-Harm",-1.16,"Y1","Morbidity",3
"Aggressive Elimination",90,90,90,1,3.125,"Self-Harm",-1.91,"Y1","Morbidity",3
"Aggressive Elimination",90,90,90,1,3.75,"Self-Harm",-3.74,"Y1","Morbidity",3
"Moderate Elimination",50,50,60,0,2.5,"Self-Harm",-0.44,"Y1","Morbidity",3
"Moderate Elimination",50,50,60,0,3.125,"Self-Harm",-2.61,"Y1","Morbidity",3
"Moderate Elimination",50,50,60,0,3.75,"Self-Harm",-8.36,"Y1","Morbidity",3
"Moderate Elimination",50,50,60,1,2.5,"Self-Harm",-0.03,"Y1","Morbidity",3
"Moderate Elimination",50,50,60,1,3.125,"Self-Harm",-0.38,"Y1","Morbidity",3
"Moderate Elimination",50,50,60,1,3.75,"Self-Harm",-5.12,"Y1","Morbidity",3
"Moderate Elimination",50,75,60,0,2.5,"Self-Harm",-0.19,"Y1","Morbidity",3
"Moderate Elimination",50,75,60,0,3.125,"Self-Harm",-1.63,"Y1","Morbidity",3
"Moderate Elimination",50,75,60,0,3.75,"Self-Harm",-6.98,"Y1","Morbidity",3
"Moderate Elimination",50,75,60,1,2.5,"Self-Harm",-0.03,"Y1","Morbidity",3
"Moderate Elimination",50,75,60,1,3.125,"Self-Harm",-0.39,"Y1","Morbidity",3
"Moderate Elimination",50,75,60,1,3.75,"Self-Harm",-3.49,"Y1","Morbidity",3
"Moderate Elimination",50,90,60,0,2.5,"Self-Harm",-0.08,"Y1","Morbidity",3
