"strategy","relax_strategies","vaccine_uptake","unmitigated_reproduction_rate","phase_1_vaccine_transmission_reduction","phase_2_3_vaccine_transmission_reduction","week","percentile_5th","percentile_50th","percentile_95th"
"Aggressive Elimination",1,75,3.75,50,90,16,0.14,2.21,5.47
"Aggressive Elimination",1,75,3.75,50,90,17,0.14,2.14,5.87
"Aggressive Elimination",1,75,3.75,50,90,18,0.14,2.07,5.74
"Aggressive Elimination",1,75,3.75,50,90,19,0,2.21,5.44
"Aggressive Elimination",1,75,3.75,50,90,20,0.14,2.36,5.01
"Aggressive Elimination",1,75,3.75,50,90,21,0,2.57,5.29
"Aggressive Elimination",1,75,3.75,50,90,22,0,2.5,5.59
"Aggressive Elimination",1,75,3.75,50,90,23,0,2.43,4.72
"Aggressive Elimination",1,75,3.75,50,90,24,0,2,4.58
"Aggressive Elimination",1,75,3.75,50,90,25,0,1.71,4.15
"Aggressive Elimination",1,75,3.75,50,90,26,0,1.86,3.87
"Aggressive Elimination",1,75,3.75,50,90,27,0,1.71,3.86
"Aggressive Elimination",1,75,3.75,50,90,28,0.14,1.86,3.72
"Aggressive Elimination",1,75,3.75,50,90,29,0.14,1.86,5.14
"Aggressive Elimination",1,75,3.75,50,90,30,0.14,1.93,5.16
"Aggressive Elimination",1,75,3.75,50,90,31,0,2.43,5.43
"Aggressive Elimination",1,75,3.75,50,90,32,0.14,2.21,6.01
"Aggressive Elimination",1,75,3.75,50,90,33,0.14,2.36,5.57
"Aggressive Elimination",1,75,3.75,50,90,34,0.14,2.43,5.71
"Aggressive Elimination",1,75,3.75,50,90,35,0.28,2.29,5.16
"Aggressive Elimination",1,75,3.75,50,90,36,0,2.36,4.86
"Aggressive Elimination",1,75,3.75,50,90,37,0.14,2.14,5.01
"Aggressive Elimination",1,75,3.75,50,90,38,0,2.07,5.14
"Aggressive Elimination",1,75,3.75,50,90,39,0,2.07,5.14
"Aggressive Elimination",1,75,3.75,50,90,40,0.14,2.43,5.29
"Aggressive Elimination",1,75,3.75,50,90,41,0.28,2.79,6.3
"Aggressive Elimination",1,75,3.75,50,90,42,0.43,2.86,6.59
"Aggressive Elimination",1,75,3.75,50,90,43,0.43,2.79,7.01
"Aggressive Elimination",1,75,3.75,50,90,44,0.57,2.93,7.45
"Aggressive Elimination",1,75,3.75,50,90,45,0.57,3,8.45
"Aggressive Elimination",1,75,3.75,50,90,46,0.29,2.86,7.86
"Aggressive Elimination",1,75,3.75,50,90,47,0.29,2.71,7.46
"Aggressive Elimination",1,75,3.75,50,90,48,0.42,2.71,6.45
"Aggressive Elimination",1,75,3.75,50,90,49,0.42,2.86,6.01
"Aggressive Elimination",1,75,3.75,50,90,50,0.28,2.57,6.59
"Aggressive Elimination",1,75,3.75,50,90,51,0.14,2.43,5.44
"Aggressive Elimination",1,75,3.75,50,90,52,0.14,2.29,5.59
"Aggressive Elimination",1,60,3.75,75,50,0,0.86,0.86,1
"Aggressive Elimination",1,60,3.75,75,50,1,0.86,1.71,3.01
"Aggressive Elimination",1,60,3.75,75,50,2,0.71,1.86,3.74
"Aggressive Elimination",1,60,3.75,75,50,3,0.43,1.57,3.01
"Aggressive Elimination",1,60,3.75,75,50,4,0.56,1.86,4.29
"Aggressive Elimination",1,60,3.75,75,50,5,0.56,2,4.44
"Aggressive Elimination",1,60,3.75,75,50,6,0.43,2,4.29
"Aggressive Elimination",1,60,3.75,75,50,7,0.42,2,4.02
"Aggressive Elimination",1,60,3.75,75,50,8,0.43,1.86,5
"Aggressive Elimination",1,60,3.75,75,50,9,0.41,1.86,4.86
"Aggressive Elimination",1,60,3.75,75,50,10,0.14,1.79,4.74
"Aggressive Elimination",1,60,3.75,75,50,11,0.29,1.57,5.74
"Aggressive Elimination",1,60,3.75,75,50,12,0.14,1.64,4.43
"Aggressive Elimination",1,60,3.75,75,50,13,0.14,1.57,4.88
"Aggressive Elimination",1,60,3.75,75,50,14,0.14,1.71,4.17
"Aggressive Elimination",1,60,3.75,75,50,15,0.14,1.64,4.86
"Aggressive Elimination",1,60,3.75,75,50,16,0.14,1.86,4.61
"Aggressive Elimination",1,60,3.75,75,50,17,0.14,1.93,5.59
"Aggressive Elimination",1,60,3.75,75,50,18,0.14,2,5.29
"Aggressive Elimination",1,60,3.75,75,50,19,0,2.14,4.59
"Aggressive Elimination",1,60,3.75,75,50,20,0,1.86,5.29
"Aggressive Elimination",1,60,3.75,75,50,21,0,1.79,5.59
"Aggressive Elimination",1,60,3.75,75,50,22,0,2,5.01
"Aggressive Elimination",1,60,3.75,75,50,23,0,2.29,4.57
"Aggressive Elimination",1,60,3.75,75,50,24,0,2.14,5.01
"Aggressive Elimination",1,60,3.75,75,50,25,0,2,4.43
"Aggressive Elimination",1,60,3.75,75,50,26,0,2.14,4.72
"Aggressive Elimination",1,60,3.75,75,50,27,0,2.29,6.14
"Aggressive Elimination",1,60,3.75,75,50,28,0.14,2.36,5.3
"Aggressive Elimination",1,60,3.75,75,50,29,0.29,2.71,6.71
"Aggressive Elimination",1,60,3.75,75,50,30,0.42,3.14,7.72
"Aggressive Elimination",1,60,3.75,75,50,31,0.42,3.57,7.43
"Aggressive Elimination",1,60,3.75,75,50,32,0.42,3.79,7.43
"Aggressive Elimination",1,60,3.75,75,50,33,0.43,4.21,7.01
"Aggressive Elimination",1,60,3.75,75,50,34,0.42,4.14,7.31
"Aggressive Elimination",1,60,3.75,75,50,35,0.29,3.86,6.59
"Aggressive Elimination",1,60,3.75,75,50,36,0.84,4.21,6.89
"Aggressive Elimination",1,60,3.75,75,50,37,0.56,4.14,7.58
"Aggressive Elimination",1,60,3.75,75,50,38,0.42,4.29,7.06
"Aggressive Elimination",1,60,3.75,75,50,39,0.84,4.57,7.44
"Aggressive Elimination",1,60,3.75,75,50,40,1.13,4.93,8.29
"Aggressive Elimination",1,60,3.75,75,50,41,1.42,5.43,9.86
"Aggressive Elimination",1,60,3.75,75,50,42,1.71,6.43,10.88
"Aggressive Elimination",1,60,3.75,75,50,43,2.13,7.71,13.04
"Aggressive Elimination",1,60,3.75,75,50,44,2.11,8,13.29
"Aggressive Elimination",1,60,3.75,75,50,45,1.86,8.5,13.29
"Aggressive Elimination",1,60,3.75,75,50,46,1.57,8.57,13.73
"Aggressive Elimination",1,60,3.75,75,50,47,2.13,8.36,13.74
"Aggressive Elimination",1,60,3.75,75,50,48,1.99,7.86,13.74
"Aggressive Elimination",1,60,3.75,75,50,49,2.28,8.29,16.14
"Aggressive Elimination",1,60,3.75,75,50,50,2.26,8.21,13.58
"Aggressive Elimination",1,60,3.75,75,50,51,2.42,8.36,13.77
"Aggressive Elimination",1,60,3.75,75,50,52,2.29,8.43,13.74
"Aggressive Elimination",1,75,3.75,75,50,0,0.86,0.86,1
"Aggressive Elimination",1,75,3.75,75,50,1,0.86,1.71,3.01
"Aggressive Elimination",1,75,3.75,75,50,2,0.71,1.86,3.74
"Aggressive Elimination",1,75,3.75,75,50,3,0.43,1.57,3.01
"Aggressive Elimination",1,75,3.75,75,50,4,0.57,1.86,4.29
"Aggressive Elimination",1,75,3.75,75,50,5,0.56,1.86,4.86
"Aggressive Elimination",1,75,3.75,75,50,6,0.29,1.79,5.03
"Aggressive Elimination",1,75,3.75,75,50,7,0.28,1.93,4.71
"Aggressive Elimination",1,75,3.75,75,50,8,0.42,1.79,4.45
"Aggressive Elimination",1,75,3.75,75,50,9,0.14,1.71,4.71
"Aggressive Elimination",1,75,3.75,75,50,10,0.28,1.57,4.3
"Aggressive Elimination",1,75,3.75,75,50,11,0.28,1.57,4.01
"Aggressive Elimination",1,75,3.75,75,50,12,0,1.43,3.73
"Aggressive Elimination",1,75,3.75,75,50,13,0,1.5,4.29
"Aggressive Elimination",1,75,3.75,75,50,14,0,1.29,4.29
"Aggressive Elimination",1,75,3.75,75,50,15,0.14,1.57,3.45
"Aggressive Elimination",1,75,3.75,75,50,16,0,1.71,4.01
"Aggressive Elimination",1,75,3.75,75,50,17,0,1.79,3.72
"Aggressive Elimination",1,75,3.75,75,50,18,0,1.86,4.01
"Aggressive Elimination",1,75,3.75,75,50,19,0,1.71,4.44
"Aggressive Elimination",1,75,3.75,75,50,20,0,1.86,3.86
"Aggressive Elimination",1,75,3.75,75,50,21,0,1.86,4.58
"Aggressive Elimination",1,75,3.75,75,50,22,0,2,4.01
"Aggressive Elimination",1,75,3.75,75,50,23,0,1.86,3.87
"Aggressive Elimination",1,75,3.75,75,50,24,0,1.64,4.01
"Aggressive Elimination",1,75,3.75,75,50,25,0.14,2,4.31
"Aggressive Elimination",1,75,3.75,75,50,26,0.14,1.57,4.01
"Aggressive Elimination",1,75,3.75,75,50,27,0.29,1.86,4.71
"Aggressive Elimination",1,75,3.75,75,50,28,0.42,2.14,5.01
"Aggressive Elimination",1,75,3.75,75,50,29,0.42,2.29,5.58
"Aggressive Elimination",1,75,3.75,75,50,30,0.56,2.57,5.86
"Aggressive Elimination",1,75,3.75,75,50,31,0.43,2.71,6.43
"Aggressive Elimination",1,75,3.75,75,50,32,0.57,2.93,7.29
"Aggressive Elimination",1,75,3.75,75,50,33,0.29,2.93,6.86
"Aggressive Elimination",1,75,3.75,75,50,34,0.42,3.14,6.44
"Aggressive Elimination",1,75,3.75,75,50,35,0.42,3.21,6.01
"Aggressive Elimination",1,75,3.75,75,50,36,0.29,3.29,6.57
"Aggressive Elimination",1,75,3.75,75,50,37,0.29,3.43,6.45
"Aggressive Elimination",1,75,3.75,75,50,38,0.57,3.36,5.86
"Aggressive Elimination",1,75,3.75,75,50,39,0.7,3.29,6.73
"Aggressive Elimination",1,75,3.75,75,50,40,1.14,3.86,6.87
"Aggressive Elimination",1,75,3.75,75,50,41,1.27,4.43,8.29
"Aggressive Elimination",1,75,3.75,75,50,42,1.56,4.86,9.48
"Aggressive Elimination",1,75,3.75,75,50,43,1.29,5.71,10.31
"Aggressive Elimination",1,75,3.75,75,50,44,1.71,5.79,10.89
"Aggressive Elimination",1,75,3.75,75,50,45,1.98,6.14,11.59
"Aggressive Elimination",1,75,3.75,75,50,46,1.86,6.5,12.15
"Aggressive Elimination",1,75,3.75,75,50,47,1.71,6.86,11.77
"Aggressive Elimination",1,75,3.75,75,50,48,1.85,7,10.71
"Aggressive Elimination",1,75,3.75,75,50,49,1.42,7.29,10.88
"Aggressive Elimination",1,75,3.75,75,50,50,1.71,6.79,10.73
"Aggressive Elimination",1,75,3.75,75,50,51,1.85,6.36,10.14
"Aggressive Elimination",1,75,3.75,75,50,52,1.85,6.43,10.02
"Aggressive Elimination",1,90,3.75,75,50,0,0.86,0.86,1
"Aggressive Elimination",1,90,3.75,75,50,1,0.86,1.71,3.01
"Aggressive Elimination",1,90,3.75,75,50,2,0.71,1.86,3.74
"Aggressive Elimination",1,90,3.75,75,50,3,0.43,1.57,3.01
"Aggressive Elimination",1,90,3.75,75,50,4,0.57,1.86,4.29
"Aggressive Elimination",1,90,3.75,75,50,5,0.43,1.86,4.86
"Aggressive Elimination",1,90,3.75,75,50,6,0.29,1.86,5.02
"Aggressive Elimination",1,90,3.75,75,50,7,0.14,1.86,4.15
"Aggressive Elimination",1,90,3.75,75,50,8,0.28,1.71,5.01
"Aggressive Elimination",1,90,3.75,75,50,9,0.28,1.64,4.86
"Aggressive Elimination",1,90,3.75,75,50,10,0.42,1.71,4.73
"Aggressive Elimination",1,90,3.75,75,50,11,0.14,1.57,4.71
"Aggressive Elimination",1,90,3.75,75,50,12,0.14,1.43,4.29
"Aggressive Elimination",1,90,3.75,75,50,13,0.14,1.29,4.01
"Aggressive Elimination",1,90,3.75,75,50,14,0.29,1.5,3.57
"Aggressive Elimination",1,90,3.75,75,50,15,0.14,1.43,4
"Aggressive Elimination",1,90,3.75,75,50,16,0.14,1.57,3.71
"Aggressive Elimination",1,90,3.75,75,50,17,0,1.57,4
"Aggressive Elimination",1,90,3.75,75,50,18,0,1.64,4.3
"Aggressive Elimination",1,90,3.75,75,50,19,0,1.64,3.86
"Aggressive Elimination",1,90,3.75,75,50,20,0,1.71,4.15
"Aggressive Elimination",1,90,3.75,75,50,21,0,1.57,4.43
"Aggressive Elimination",1,90,3.75,75,50,22,0,1.5,4.15
"Aggressive Elimination",1,90,3.75,75,50,23,0,1.36,4.29
"Aggressive Elimination",1,90,3.75,75,50,24,0,1.29,3.86
"Aggressive Elimination",1,90,3.75,75,50,25,0,1.29,3.6
"Aggressive Elimination",1,90,3.75,75,50,26,0,1.43,3.3
"Aggressive Elimination",1,90,3.75,75,50,27,0.14,1.29,3.86
"Aggressive Elimination",1,90,3.75,75,50,28,0.14,1.57,4.59
"Aggressive Elimination",1,90,3.75,75,50,29,0.14,1.71,5.45
"Aggressive Elimination",1,90,3.75,75,50,30,0.14,1.71,5.71
"Aggressive Elimination",1,90,3.75,75,50,31,0.14,1.79,5.57
"Aggressive Elimination",1,90,3.75,75,50,32,0,2,6
"Aggressive Elimination",1,90,3.75,75,50,33,0,2,6
"Aggressive Elimination",1,90,3.75,75,50,34,0,2.29,5.73
"Aggressive Elimination",1,90,3.75,75,50,35,0.14,2.14,5.29
"Aggressive Elimination",1,90,3.75,75,50,36,0.14,2.14,5.72
"Aggressive Elimination",1,90,3.75,75,50,37,0.14,2.29,5.59
"Aggressive Elimination",1,90,3.75,75,50,38,0.14,2.36,5.01
"Aggressive Elimination",1,90,3.75,75,50,39,0.28,2.29,5.72
"Aggressive Elimination",1,90,3.75,75,50,40,0.29,3,6.29
"Aggressive Elimination",1,90,3.75,75,50,41,0.57,3.29,7.29
"Aggressive Elimination",1,90,3.75,75,50,42,0.86,3.64,8.59
"Aggressive Elimination",1,90,3.75,75,50,43,0.84,4.07,9.78
"Aggressive Elimination",1,90,3.75,75,50,44,0.85,4.43,10.29
"Aggressive Elimination",1,90,3.75,75,50,45,0.84,4.64,8.76
"Aggressive Elimination",1,90,3.75,75,50,46,0.57,4.43,9.15
"Aggressive Elimination",1,90,3.75,75,50,47,0.57,4.43,10.15
"Aggressive Elimination",1,90,3.75,75,50,48,0.99,4.79,9.74
"Aggressive Elimination",1,90,3.75,75,50,49,1.14,4.57,9.3
"Aggressive Elimination",1,90,3.75,75,50,50,0.85,4.79,9.01
"Aggressive Elimination",1,90,3.75,75,50,51,0.84,4.43,9.03
"Aggressive Elimination",1,90,3.75,75,50,52,0.71,4.5,9.16
"Aggressive Elimination",1,60,3.75,75,75,0,0.86,0.86,1
"Aggressive Elimination",1,60,3.75,75,75,1,0.86,1.71,3.01
"Aggressive Elimination",1,60,3.75,75,75,2,0.71,1.86,3.74
"Aggressive Elimination",1,60,3.75,75,75,3,0.43,1.57,3.01
"Aggressive Elimination",1,60,3.75,75,75,4,0.56,1.86,4.29
"Aggressive Elimination",1,60,3.75,75,75,5,0.56,2,4.44
"Aggressive Elimination",1,60,3.75,75,75,6,0.43,2,4.29
"Aggressive Elimination",1,60,3.75,75,75,7,0.42,2,4.02
"Aggressive Elimination",1,60,3.75,75,75,8,0.43,1.86,5
"Aggressive Elimination",1,60,3.75,75,75,9,0.41,1.86,4.86
"Aggressive Elimination",1,60,3.75,75,75,10,0.14,1.79,4.74
"Aggressive Elimination",1,60,3.75,75,75,11,0.29,1.57,5.74
"Aggressive Elimination",1,60,3.75,75,75,12,0.14,1.64,4.43
"Aggressive Elimination",1,60,3.75,75,75,13,0.14,1.57,4.88
"Aggressive Elimination",1,60,3.75,75,75,14,0.14,1.71,4.17
"Aggressive Elimination",1,60,3.75,75,75,15,0.14,1.64,4.86
"Aggressive Elimination",1,60,3.75,75,75,16,0.14,1.86,4.61
"Aggressive Elimination",1,60,3.75,75,75,17,0.14,1.86,5.03
"Aggressive Elimination",1,60,3.75,75,75,18,0.14,1.93,5.43
"Aggressive Elimination",1,60,3.75,75,75,19,0,1.86,5.59
"Aggressive Elimination",1,60,3.75,75,75,20,0,1.79,4.86
"Aggressive Elimination",1,60,3.75,75,75,21,0,2,5.29
"Aggressive Elimination",1,60,3.75,75,75,22,0,2,4.57
"Aggressive Elimination",1,60,3.75,75,75,23,0,1.57,5.01
"Aggressive Elimination",1,60,3.75,75,75,24,0,1.86,4.86
"Aggressive Elimination",1,60,3.75,75,75,25,0,2,4.71
"Aggressive Elimination",1,60,3.75,75,75,26,0,1.64,4.59
"Aggressive Elimination",1,60,3.75,75,75,27,0,1.79,4.71
"Aggressive Elimination",1,60,3.75,75,75,28,0,2.07,5.44
"Aggressive Elimination",1,60,3.75,75,75,29,0,2.29,5.61
"Aggressive Elimination",1,60,3.75,75,75,30,0.14,2.64,6.03
"Aggressive Elimination",1,60,3.75,75,75,31,0.14,2.93,6.29
"Aggressive Elimination",1,60,3.75,75,75,32,0.14,3.07,6.44
"Aggressive Elimination",1,60,3.75,75,75,33,0.14,3.36,6.44
"Aggressive Elimination",1,60,3.75,75,75,34,0.28,3.5,6.15
"Aggressive Elimination",1,60,3.75,75,75,35,0.14,3.14,6
"Aggressive Elimination",1,60,3.75,75,75,36,0.14,3.21,6.44
"Aggressive Elimination",1,60,3.75,75,75,37,0.42,3.21,6.02
"Aggressive Elimination",1,60,3.75,75,75,38,0.28,3.07,5.44
"Aggressive Elimination",1,60,3.75,75,75,39,0.14,3,5.71
"Aggressive Elimination",1,60,3.75,75,75,40,0.29,3.07,6.31
"Aggressive Elimination",1,60,3.75,75,75,41,0.57,3.71,8.01
"Aggressive Elimination",1,60,3.75,75,75,42,0.71,4.43,8.74
"Aggressive Elimination",1,60,3.75,75,75,43,0.43,5,10.01
"Aggressive Elimination",1,60,3.75,75,75,44,0.85,4.93,10.15
"Aggressive Elimination",1,60,3.75,75,75,45,0.71,5.43,10.29
"Aggressive Elimination",1,60,3.75,75,75,46,0.57,5.86,11.29
"Aggressive Elimination",1,60,3.75,75,75,47,0.99,5.57,10.48
"Aggressive Elimination",1,60,3.75,75,75,48,0.71,5.71,10.58
"Aggressive Elimination",1,60,3.75,75,75,49,0.71,6,10.03
"Aggressive Elimination",1,60,3.75,75,75,50,0.71,5.36,10.01
"Aggressive Elimination",1,60,3.75,75,75,51,0.43,5.14,10.29
"Aggressive Elimination",1,60,3.75,75,75,52,0.84,4.86,9.29
"Aggressive Elimination",1,75,3.75,75,75,0,0.86,0.86,1
"Aggressive Elimination",1,75,3.75,75,75,1,0.86,1.71,3.01
"Aggressive Elimination",1,75,3.75,75,75,2,0.71,1.86,3.74
"Aggressive Elimination",1,75,3.75,75,75,3,0.43,1.57,3.01
"Aggressive Elimination",1,75,3.75,75,75,4,0.57,1.86,4.29
"Aggressive Elimination",1,75,3.75,75,75,5,0.56,1.86,4.86
"Aggressive Elimination",1,75,3.75,75,75,6,0.29,1.79,5.03
"Aggressive Elimination",1,75,3.75,75,75,7,0.28,1.93,4.71
"Aggressive Elimination",1,75,3.75,75,75,8,0.42,1.79,4.45
"Aggressive Elimination",1,75,3.75,75,75,9,0.14,1.71,4.71
"Aggressive Elimination",1,75,3.75,75,75,10,0.28,1.57,4.3
"Aggressive Elimination",1,75,3.75,75,75,11,0.28,1.57,4.01
"Aggressive Elimination",1,75,3.75,75,75,12,0,1.43,3.73
"Aggressive Elimination",1,75,3.75,75,75,13,0,1.5,4.29
"Aggressive Elimination",1,75,3.75,75,75,14,0,1.29,4.29
"Aggressive Elimination",1,75,3.75,75,75,15,0.14,1.57,3.45
"Aggressive Elimination",1,75,3.75,75,75,16,0,1.71,4.01
"Aggressive Elimination",1,75,3.75,75,75,17,0,1.79,3.72
"Aggressive Elimination",1,75,3.75,75,75,18,0.14,1.71,4.15
"Aggressive Elimination",1,75,3.75,75,75,19,0,1.71,4.29
"Aggressive Elimination",1,75,3.75,75,75,20,0.14,1.93,4.29
"Aggressive Elimination",1,75,3.75,75,75,21,0,1.71,4.14
"Aggressive Elimination",1,75,3.75,75,75,22,0.14,1.64,3.73
"Aggressive Elimination",1,75,3.75,75,75,23,0,1.57,3.72
"Aggressive Elimination",1,75,3.75,75,75,24,0,1.57,3.58
"Aggressive Elimination",1,75,3.75,75,75,25,0,1.43,3.43
"Aggressive Elimination",1,75,3.75,75,75,26,0,1.43,3.71
"Aggressive Elimination",1,75,3.75,75,75,27,0,1.57,4.29
"Aggressive Elimination",1,75,3.75,75,75,28,0.14,1.57,4.29
"Aggressive Elimination",1,75,3.75,75,75,29,0,1.71,4.29
"Aggressive Elimination",1,75,3.75,75,75,30,0.14,1.71,4.31
"Aggressive Elimination",1,75,3.75,75,75,31,0.28,2,5.15
"Aggressive Elimination",1,75,3.75,75,75,32,0.14,1.86,5.14
"Aggressive Elimination",1,75,3.75,75,75,33,0.14,2,5.44
"Aggressive Elimination",1,75,3.75,75,75,34,0.28,2.21,5.87
"Aggressive Elimination",1,75,3.75,75,75,35,0.14,2,5.29
"Aggressive Elimination",1,75,3.75,75,75,36,0.14,2.14,5.43
"Aggressive Elimination",1,75,3.75,75,75,37,0.14,2.07,5.3
"Aggressive Elimination",1,75,3.75,75,75,38,0.14,2.07,5.58
"Aggressive Elimination",1,75,3.75,75,75,39,0.14,2.07,5.58
"Aggressive Elimination",1,75,3.75,75,75,40,0.29,2.43,6.17
"Aggressive Elimination",1,75,3.75,75,75,41,0.56,2.5,6.61
"Aggressive Elimination",1,75,3.75,75,75,42,0.42,3,7.15
"Aggressive Elimination",1,75,3.75,75,75,43,0.56,3.14,8.01
"Aggressive Elimination",1,75,3.75,75,75,44,0.71,3.71,8.3
"Aggressive Elimination",1,75,3.75,75,75,45,0.56,3.29,9.44
"Aggressive Elimination",1,75,3.75,75,75,46,0.57,3.5,7.9
"Aggressive Elimination",1,75,3.75,75,75,47,0.43,3.5,8.01
"Aggressive Elimination",1,75,3.75,75,75,48,0.71,3.57,8.02
"Aggressive Elimination",1,75,3.75,75,75,49,0.43,3.29,7.59
"Aggressive Elimination",1,75,3.75,75,75,50,0.42,3.21,7.58
"Aggressive Elimination",1,75,3.75,75,75,51,0.42,3.21,7.71
"Aggressive Elimination",1,75,3.75,75,75,52,0.29,2.86,6.87
"Aggressive Elimination",1,90,3.75,75,75,0,0.86,0.86,1
"Aggressive Elimination",1,90,3.75,75,75,1,0.86,1.71,3.01
"Aggressive Elimination",1,90,3.75,75,75,2,0.71,1.86,3.74
"Aggressive Elimination",1,90,3.75,75,75,3,0.43,1.57,3.01
"Aggressive Elimination",1,90,3.75,75,75,4,0.57,1.86,4.29
"Aggressive Elimination",1,90,3.75,75,75,5,0.43,1.86,4.86
"Aggressive Elimination",1,90,3.75,75,75,6,0.29,1.86,5.02
"Aggressive Elimination",1,90,3.75,75,75,7,0.14,1.86,4.15
"Aggressive Elimination",1,90,3.75,75,75,8,0.28,1.71,5.01
"Aggressive Elimination",1,90,3.75,75,75,9,0.28,1.64,4.86
"Aggressive Elimination",1,90,3.75,75,75,10,0.42,1.71,4.73
"Aggressive Elimination",1,90,3.75,75,75,11,0.14,1.57,4.71
"Aggressive Elimination",1,90,3.75,75,75,12,0.14,1.43,4.29
"Aggressive Elimination",1,90,3.75,75,75,13,0.14,1.29,4.01
"Aggressive Elimination",1,90,3.75,75,75,14,0.29,1.5,3.57
"Aggressive Elimination",1,90,3.75,75,75,15,0.14,1.43,4
"Aggressive Elimination",1,90,3.75,75,75,16,0.14,1.57,3.71
"Aggressive Elimination",1,90,3.75,75,75,17,0,1.57,4
"Aggressive Elimination",1,90,3.75,75,75,18,0,1.71,4.29
"Aggressive Elimination",1,90,3.75,75,75,19,0,1.71,3.86
"Aggressive Elimination",1,90,3.75,75,75,20,0,1.79,4.71
"Aggressive Elimination",1,90,3.75,75,75,21,0,1.71,4.01
"Aggressive Elimination",1,90,3.75,75,75,22,0,1.43,3.59
"Aggressive Elimination",1,90,3.75,75,75,23,0,1.21,4.01
"Aggressive Elimination",1,90,3.75,75,75,24,0,1.29,3.71
"Aggressive Elimination",1,90,3.75,75,75,25,0,1.07,4
"Aggressive Elimination",1,90,3.75,75,75,26,0,1,3.46
"Aggressive Elimination",1,90,3.75,75,75,27,0,1,3.31
"Aggressive Elimination",1,90,3.75,75,75,28,0,1.14,3.14
"Aggressive Elimination",1,90,3.75,75,75,29,0,1.29,3.71
"Aggressive Elimination",1,90,3.75,75,75,30,0,1.43,3.86
"Aggressive Elimination",1,90,3.75,75,75,31,0,1.43,3.86
"Aggressive Elimination",1,90,3.75,75,75,32,0.14,1.43,4.29
"Aggressive Elimination",1,90,3.75,75,75,33,0.14,1.5,3.86
"Aggressive Elimination",1,90,3.75,75,75,34,0.14,1.57,4.18
"Aggressive Elimination",1,90,3.75,75,75,35,0,1.57,4.15
"Aggressive Elimination",1,90,3.75,75,75,36,0.14,1.5,4.16
"Aggressive Elimination",1,90,3.75,75,75,37,0.14,1.14,4.14
"Aggressive Elimination",1,90,3.75,75,75,38,0.14,1.07,4.01
"Aggressive Elimination",1,90,3.75,75,75,39,0,1.29,4.02
"Aggressive Elimination",1,90,3.75,75,75,40,0.29,1.93,5.01
"Aggressive Elimination",1,90,3.75,75,75,41,0.42,2,5.46
"Aggressive Elimination",1,90,3.75,75,75,42,0.29,2.21,6.44
"Aggressive Elimination",1,90,3.75,75,75,43,0.42,2.43,6.72
"Aggressive Elimination",1,90,3.75,75,75,44,0.57,2.29,6.46
"Aggressive Elimination",1,90,3.75,75,75,45,0.56,2.14,6.16
"Aggressive Elimination",1,90,3.75,75,75,46,0.29,2.29,6.58
"Aggressive Elimination",1,90,3.75,75,75,47,0.29,2.43,6.29
"Aggressive Elimination",1,90,3.75,75,75,48,0.29,2.29,6.16
"Aggressive Elimination",1,90,3.75,75,75,49,0.29,2.36,5.44
"Aggressive Elimination",1,90,3.75,75,75,50,0.28,2,5.44
"Aggressive Elimination",1,90,3.75,75,75,51,0.14,2.14,5.46
"Aggressive Elimination",1,90,3.75,75,75,52,0.28,1.79,5.15
"Aggressive Elimination",1,60,3.75,75,90,0,0.86,0.86,1
"Aggressive Elimination",1,60,3.75,75,90,1,0.86,1.71,3.01
"Aggressive Elimination",1,60,3.75,75,90,2,0.71,1.86,3.74
"Aggressive Elimination",1,60,3.75,75,90,3,0.43,1.57,3.01
"Aggressive Elimination",1,60,3.75,75,90,4,0.56,1.86,4.29
"Aggressive Elimination",1,60,3.75,75,90,5,0.56,2,4.44
"Aggressive Elimination",1,60,3.75,75,90,6,0.43,2,4.29
"Aggressive Elimination",1,60,3.75,75,90,7,0.42,2,4.02
"Aggressive Elimination",1,60,3.75,75,90,8,0.43,1.86,5
"Aggressive Elimination",1,60,3.75,75,90,9,0.41,1.86,4.86
"Aggressive Elimination",1,60,3.75,75,90,10,0.14,1.79,4.74
"Aggressive Elimination",1,60,3.75,75,90,11,0.29,1.57,5.74
"Aggressive Elimination",1,60,3.75,75,90,12,0.14,1.64,4.43
"Aggressive Elimination",1,60,3.75,75,90,13,0.14,1.57,4.88
"Aggressive Elimination",1,60,3.75,75,90,14,0.14,1.71,4.17
"Aggressive Elimination",1,60,3.75,75,90,15,0.14,1.64,4.86
"Aggressive Elimination",1,60,3.75,75,90,16,0.14,1.86,4.61
"Aggressive Elimination",1,60,3.75,75,90,17,0.14,1.86,5.3
"Aggressive Elimination",1,60,3.75,75,90,18,0,2,5.17
"Aggressive Elimination",1,60,3.75,75,90,19,0,1.86,4.86
"Aggressive Elimination",1,60,3.75,75,90,20,0,1.71,4.86
"Aggressive Elimination",1,60,3.75,75,90,21,0,1.71,4.59
"Aggressive Elimination",1,60,3.75,75,90,22,0,1.71,4.73
"Aggressive Elimination",1,60,3.75,75,90,23,0,1.71,5.01
"Aggressive Elimination",1,60,3.75,75,90,24,0,1.79,4.71
"Aggressive Elimination",1,60,3.75,75,90,25,0,1.71,4.16
"Aggressive Elimination",1,60,3.75,75,90,26,0,1.86,4.44
"Aggressive Elimination",1,60,3.75,75,90,27,0,1.71,4.29
