"v1trans","v2trans","vUptake","strategy","relax","R0","HALYprice","p"
90,75,75,"Tight Suppression",1,2.5,4000,0.175221365876496
50,90,75,"Tight Suppression",1,2.5,4000,0.340492621529847
75,90,75,"Tight Suppression",1,2.5,4000,0.112288722069934
90,90,75,"Tight Suppression",1,2.5,4000,0.132055452326313
50,50,90,"Tight Suppression",1,2.5,4000,0.991423861123621
75,50,90,"Tight Suppression",1,2.5,4000,0.0105249669868499
90,50,90,"Tight Suppression",1,2.5,4000,0.782529933610931
50,75,90,"Tight Suppression",1,2.5,4000,0.164985555689782
75,75,90,"Tight Suppression",1,2.5,4000,0.607407151255757
90,75,90,"Tight Suppression",1,2.5,4000,0.206777699291706
50,90,90,"Tight Suppression",1,2.5,4000,0.905860376311466
75,90,90,"Tight Suppression",1,2.5,4000,0.177171856164932
90,90,90,"Tight Suppression",1,2.5,4000,0.683185885893181
50,50,60,"Moderate Elimination",1,2.5,4000,0.793837074656039
75,50,60,"Moderate Elimination",1,2.5,4000,0.702564537990838
90,50,60,"Moderate Elimination",1,2.5,4000,0.536051433067769
50,75,60,"Moderate Elimination",1,2.5,4000,0.203822647687048
75,75,60,"Moderate Elimination",1,2.5,4000,0.431250815512612
90,75,60,"Moderate Elimination",1,2.5,4000,0.977460429770872
50,90,60,"Moderate Elimination",1,2.5,4000,0.259289216250181
75,90,60,"Moderate Elimination",1,2.5,4000,0.490774467820302
90,90,60,"Moderate Elimination",1,2.5,4000,0.0932974326424301
50,50,75,"Moderate Elimination",1,2.5,4000,0.654405849985778
75,50,75,"Moderate Elimination",1,2.5,4000,0.844159972621128
90,50,75,"Moderate Elimination",1,2.5,4000,0.695451218169183
50,75,75,"Moderate Elimination",1,2.5,4000,0.0730807441286743
75,75,75,"Moderate Elimination",1,2.5,4000,0.485875809099525
90,75,75,"Moderate Elimination",1,2.5,4000,0.603017526911572
50,90,75,"Moderate Elimination",1,2.5,4000,0.902908069547266
75,90,75,"Moderate Elimination",1,2.5,4000,0.560227814828977
90,90,75,"Moderate Elimination",1,2.5,4000,0.416256617987528
50,50,90,"Moderate Elimination",1,2.5,4000,0.171468505635858
75,50,90,"Moderate Elimination",1,2.5,4000,0.10432236106135
90,50,90,"Moderate Elimination",1,2.5,4000,0.883420802187175
50,75,90,"Moderate Elimination",1,2.5,4000,0.0466758732218295
75,75,90,"Moderate Elimination",1,2.5,4000,0.989435361465439
90,75,90,"Moderate Elimination",1,2.5,4000,0.223039025440812
50,90,90,"Moderate Elimination",1,2.5,4000,0.36015054048039
75,90,90,"Moderate Elimination",1,2.5,4000,0.348347482038662
90,90,90,"Moderate Elimination",1,2.5,4000,0.673638818319887
50,50,60,"Aggressive Elimination",1,2.5,4000,0.84260795940645
75,50,60,"Aggressive Elimination",1,2.5,4000,0.386485934955999
90,50,60,"Aggressive Elimination",1,2.5,4000,0.854743667179719
50,75,60,"Aggressive Elimination",1,2.5,4000,0.232483878266066
75,75,60,"Aggressive Elimination",1,2.5,4000,0.0312765461858362
90,75,60,"Aggressive Elimination",1,2.5,4000,0.670672577572986
50,90,60,"Aggressive Elimination",1,2.5,4000,0.730799673125148
75,90,60,"Aggressive Elimination",1,2.5,4000,0.62392189539969
90,90,60,"Aggressive Elimination",1,2.5,4000,0.396091141272336
50,50,75,"Aggressive Elimination",1,2.5,4000,0.273991777561605
75,50,75,"Aggressive Elimination",1,2.5,4000,0.18167038122192
90,50,75,"Aggressive Elimination",1,2.5,4000,0.456667446764186
50,75,75,"Aggressive Elimination",1,2.5,4000,0.0763119875919074
75,75,75,"Aggressive Elimination",1,2.5,4000,0.336755518335849
90,75,75,"Aggressive Elimination",1,2.5,4000,0.373062255093828
50,90,75,"Aggressive Elimination",1,2.5,4000,0.537082609254867
75,90,75,"Aggressive Elimination",1,2.5,4000,0.980784002691507
90,90,75,"Aggressive Elimination",1,2.5,4000,0.285312605090439
50,50,90,"Aggressive Elimination",1,2.5,4000,0.0418586449231952
75,50,90,"Aggressive Elimination",1,2.5,4000,0.297044834587723
90,50,90,"Aggressive Elimination",1,2.5,4000,0.496986548881978
50,75,90,"Aggressive Elimination",1,2.5,4000,0.298673886107281
75,75,90,"Aggressive Elimination",1,2.5,4000,0.815849592676386
90,75,90,"Aggressive Elimination",1,2.5,4000,0.237288890406489
50,90,90,"Aggressive Elimination",1,2.5,4000,0.471244866028428
75,90,90,"Aggressive Elimination",1,2.5,4000,0.403139516245574
90,90,90,"Aggressive Elimination",1,2.5,4000,0.774700906360522
50,50,60,"Loose Suppression",0,3.125,4000,0.638960178010166
75,50,60,"Loose Suppression",0,3.125,4000,0.973673213738948
90,50,60,"Loose Suppression",0,3.125,4000,0.759625280741602
50,75,60,"Loose Suppression",0,3.125,4000,0.470702355261892
75,75,60,"Loose Suppression",0,3.125,4000,0.0524064674973488
90,75,60,"Loose Suppression",0,3.125,4000,0.0350904269143939
50,90,60,"Loose Suppression",0,3.125,4000,0.738100650021806
75,90,60,"Loose Suppression",0,3.125,4000,0.630328924162313
90,90,60,"Loose Suppression",0,3.125,4000,0.756792230764404
50,50,75,"Loose Suppression",0,3.125,4000,0.73668028996326
75,50,75,"Loose Suppression",0,3.125,4000,0.404805323109031
90,50,75,"Loose Suppression",0,3.125,4000,0.610726279439405
50,75,75,"Loose Suppression",0,3.125,4000,0.186025705421343
75,75,75,"Loose Suppression",0,3.125,4000,0.297400048002601
90,75,75,"Loose Suppression",0,3.125,4000,0.851100429426879
50,90,75,"Loose Suppression",0,3.125,4000,0.734083907445893
75,90,75,"Loose Suppression",0,3.125,4000,0.126079542562366
90,90,75,"Loose Suppression",0,3.125,4000,0.825690661557019
50,50,90,"Loose Suppression",0,3.125,4000,0.702237158315256
75,50,90,"Loose Suppression",0,3.125,4000,0.80873632687144
90,50,90,"Loose Suppression",0,3.125,4000,0.432301206048578
50,75,90,"Loose Suppression",0,3.125,4000,0.781576781300828
75,75,90,"Loose Suppression",0,3.125,4000,0.031830117572099
90,75,90,"Loose Suppression",0,3.125,4000,0.542703016195446
50,90,90,"Loose Suppression",0,3.125,4000,0.370647400384769
75,90,90,"Loose Suppression",0,3.125,4000,0.582428481196985
90,90,90,"Loose Suppression",0,3.125,4000,0.439647980500013
50,50,60,"Tight Suppression",0,3.125,4000,0.679449332179502
75,50,60,"Tight Suppression",0,3.125,4000,0.232309566112235
90,50,60,"Tight Suppression",0,3.125,4000,0.666064862627536
50,75,60,"Tight Suppression",0,3.125,4000,0.151732909027487
75,75,60,"Tight Suppression",0,3.125,4000,0.63744032336399
90,75,60,"Tight Suppression",0,3.125,4000,0.0816531584132463
50,90,60,"Tight Suppression",0,3.125,4000,0.190729005029425
75,90,60,"Tight Suppression",0,3.125,4000,0.418194237630814
90,90,60,"Tight Suppression",0,3.125,4000,0.0779555805493146
50,50,75,"Tight Suppression",0,3.125,4000,0.57749520544894
75,50,75,"Tight Suppression",0,3.125,4000,0.911460728850216
90,50,75,"Tight Suppression",0,3.125,4000,0.484850231092423
50,75,75,"Tight Suppression",0,3.125,4000,0.829919732874259
75,75,75,"Tight Suppression",0,3.125,4000,0.263241173233837
90,75,75,"Tight Suppression",0,3.125,4000,0.5098565465305
50,90,75,"Tight Suppression",0,3.125,4000,0.287640688242391
75,90,75,"Tight Suppression",0,3.125,4000,0.865367780672386
90,90,75,"Tight Suppression",0,3.125,4000,0.451886769151315
50,50,90,"Tight Suppression",0,3.125,4000,0.202829463407397
75,50,90,"Tight Suppression",0,3.125,4000,0.251718995627016
90,50,90,"Tight Suppression",0,3.125,4000,0.639732946874574
50,75,90,"Tight Suppression",0,3.125,4000,0.0394872582983226
75,75,90,"Tight Suppression",0,3.125,4000,0.121615741634741
90,75,90,"Tight Suppression",0,3.125,4000,0.96828590799123
50,90,90,"Tight Suppression",0,3.125,4000,0.206922149984166
75,90,90,"Tight Suppression",0,3.125,4000,0.0177156014833599
90,90,90,"Tight Suppression",0,3.125,4000,0.416693462524563
50,50,60,"Moderate Elimination",0,3.125,4000,0.681825748411939
75,50,60,"Moderate Elimination",0,3.125,4000,0.375298395985737
90,50,60,"Moderate Elimination",0,3.125,4000,0.198599215364084
50,75,60,"Moderate Elimination",0,3.125,4000,0.222628657938913
75,75,60,"Moderate Elimination",0,3.125,4000,0.716768905520439
90,75,60,"Moderate Elimination",0,3.125,4000,0.598101806128398
50,90,60,"Moderate Elimination",0,3.125,4000,0.605891747865826
75,90,60,"Moderate Elimination",0,3.125,4000,0.322013925760984
90,90,60,"Moderate Elimination",0,3.125,4000,0.455626826966181
50,50,75,"Moderate Elimination",0,3.125,4000,0.596945652272552
75,50,75,"Moderate Elimination",0,3.125,4000,0.0419486116152257
90,50,75,"Moderate Elimination",0,3.125,4000,0.318077291594818
50,75,75,"Moderate Elimination",0,3.125,4000,0.730036301072687
75,75,75,"Moderate Elimination",0,3.125,4000,0.058901181910187
90,75,75,"Moderate Elimination",0,3.125,4000,0.0735210531856865
50,90,75,"Moderate Elimination",0,3.125,4000,0.955421375576407
75,90,75,"Moderate Elimination",0,3.125,4000,0.922555988188833
90,90,75,"Moderate Elimination",0,3.125,4000,0.14595379633829
50,50,90,"Moderate Elimination",0,3.125,4000,0.956941898912191
75,50,90,"Moderate Elimination",0,3.125,4000,0.915724651189521
90,50,90,"Moderate Elimination",0,3.125,4000,0.294449511915445
50,75,90,"Moderate Elimination",0,3.125,4000,0.103064682800323
75,75,90,"Moderate Elimination",0,3.125,4000,0.664976964704692
90,75,90,"Moderate Elimination",0,3.125,4000,0.680131425382569
50,90,90,"Moderate Elimination",0,3.125,4000,0.716659778729081
75,90,90,"Moderate Elimination",0,3.125,4000,0.371782298199832
90,90,90,"Moderate Elimination",0,3.125,4000,0.76136497920379
50,50,60,"Aggressive Elimination",0,3.125,4000,0.854539786698297
75,50,60,"Aggressive Elimination",0,3.125,4000,0.167885576607659
90,50,60,"Aggressive Elimination",0,3.125,4000,0.820838342420757
50,75,60,"Aggressive Elimination",0,3.125,4000,0.756105873035267
75,75,60,"Aggressive Elimination",0,3.125,4000,0.158169993432239
90,75,60,"Aggressive Elimination",0,3.125,4000,0.0894063804298639
50,90,60,"Aggressive Elimination",0,3.125,4000,0.182962591992691
75,90,60,"Aggressive Elimination",0,3.125,4000,0.124201969010755
90,90,60,"Aggressive Elimination",0,3.125,4000,0.46767934341915
50,50,75,"Aggressive Elimination",0,3.125,4000,0.714168040314689
75,50,75,"Aggressive Elimination",0,3.125,4000,0.253907537320629
90,50,75,"Aggressive Elimination",0,3.125,4000,0.92243135208264
50,75,75,"Aggressive Elimination",0,3.125,4000,0.0580472557339817
75,75,75,"Aggressive Elimination",0,3.125,4000,0.428048839559779
90,75,75,"Aggressive Elimination",0,3.125,4000,0.859702528920025
50,90,75,"Aggressive Elimination",0,3.125,4000,0.607029576320201
75,90,75,"Aggressive Elimination",0,3.125,4000,0.653880407335237
90,90,75,"Aggressive Elimination",0,3.125,4000,0.364976353710517
50,50,90,"Aggressive Elimination",0,3.125,4000,0.814193360041827
75,50,90,"Aggressive Elimination",0,3.125,4000,0.0679566531907767
90,50,90,"Aggressive Elimination",0,3.125,4000,0.233291564276442
50,75,90,"Aggressive Elimination",0,3.125,4000,0.642147361068055
75,75,90,"Aggressive Elimination",0,3.125,4000,0.383854896994308
90,75,90,"Aggressive Elimination",0,3.125,4000,0.741615075385198
50,90,90,"Aggressive Elimination",0,3.125,4000,0.627258517546579
75,90,90,"Aggressive Elimination",0,3.125,4000,0.211885578231886
90,90,90,"Aggressive Elimination",0,3.125,4000,0.0737604508176446
50,50,60,"Loose Suppression",1,3.125,4000,0.543005790794268
75,50,60,"Loose Suppression",1,3.125,4000,0.0904533246066421
90,50,60,"Loose Suppression",1,3.125,4000,0.501422196859494
50,75,60,"Loose Suppression",1,3.125,4000,0.151927568716928
75,75,60,"Loose Suppression",1,3.125,4000,0.564756155246869
90,75,60,"Loose Suppression",1,3.125,4000,0.467887877486646
50,90,60,"Loose Suppression",1,3.125,4000,0.386797283310443
75,90,60,"Loose Suppression",1,3.125,4000,0.992920907447115
90,90,60,"Loose Suppression",1,3.125,4000,0.678929602494463
50,50,75,"Loose Suppression",1,3.125,4000,0.802462792955339
75,50,75,"Loose Suppression",1,3.125,4000,0.937945073004812
90,50,75,"Loose Suppression",1,3.125,4000,0.283209323184565
50,75,75,"Loose Suppression",1,3.125,4000,0.898723295191303
75,75,75,"Loose Suppression",1,3.125,4000,0.351022816263139
90,75,75,"Loose Suppression",1,3.125,4000,0.492868991568685
50,90,75,"Loose Suppression",1,3.125,4000,0.692565817851573
75,90,75,"Loose Suppression",1,3.125,4000,0.128060900839046
90,90,75,"Loose Suppression",1,3.125,4000,0.777933198958635
50,50,90,"Loose Suppression",1,3.125,4000,0.246413527289405
75,50,90,"Loose Suppression",1,3.125,4000,0.521897389320657
90,50,90,"Loose Suppression",1,3.125,4000,0.601505808532238
50,75,90,"Loose Suppression",1,3.125,4000,0.0823727350216359
75,75,90,"Loose Suppression",1,3.125,4000,0.949483008123934
90,75,90,"Loose Suppression",1,3.125,4000,0.386116154259071
50,90,90,"Loose Suppression",1,3.125,4000,0.74224972887896
75,90,90,"Loose Suppression",1,3.125,4000,0.00890278769657016
90,90,90,"Loose Suppression",1,3.125,4000,0.167900486849248
50,50,60,"Tight Suppression",1,3.125,4000,0.693633163813502
75,50,60,"Tight Suppression",1,3.125,4000,0.188792593078688
90,50,60,"Tight Suppression",1,3.125,4000,0.996909392299131
50,75,60,"Tight Suppression",1,3.125,4000,0.540336022153497
75,75,60,"Tight Suppression",1,3.125,4000,0.171790500637144
90,75,60,"Tight Suppression",1,3.125,4000,0.793639679672197
50,90,60,"Tight Suppression",1,3.125,4000,0.109885346377268
75,90,60,"Tight Suppression",1,3.125,4000,0.264327926328406
90,90,60,"Tight Suppression",1,3.125,4000,0.78693824633956
50,50,75,"Tight Suppression",1,3.125,4000,0.411082917125896
75,50,75,"Tight Suppression",1,3.125,4000,0.146712244022638
90,50,75,"Tight Suppression",1,3.125,4000,0.123528832569718
50,75,75,"Tight Suppression",1,3.125,4000,0.249329708982259
75,75,75,"Tight Suppression",1,3.125,4000,0.927455455763265
90,75,75,"Tight Suppression",1,3.125,4000,0.8698982342612
50,90,75,"Tight Suppression",1,3.125,4000,0.240293888375163
75,90,75,"Tight Suppression",1,3.125,4000,0.365749513497576
90,90,75,"Tight Suppression",1,3.125,4000,0.501425963826478
50,50,90,"Tight Suppression",1,3.125,4000,0.0917277063708752
75,50,90,"Tight Suppression",1,3.125,4000,0.639234497910365
90,50,90,"Tight Suppression",1,3.125,4000,0.431376567576081
50,75,90,"Tight Suppression",1,3.125,4000,0.00630339561030269
75,75,90,"Tight Suppression",1,3.125,4000,0.474952889140695
90,75,90,"Tight Suppression",1,3.125,4000,0.23835419351235
50,90,90,"Tight Suppression",1,3.125,4000,0.503295969218016
75,90,90,"Tight Suppression",1,3.125,4000,0.632716275751591
90,90,90,"Tight Suppression",1,3.125,4000,0.235526242293417
50,50,60,"Moderate Elimination",1,3.125,4000,0.408006010111421
75,50,60,"Moderate Elimination",1,3.125,4000,0.667371716117486
90,50,60,"Moderate Elimination",1,3.125,4000,0.766497608274221
50,75,60,"Moderate Elimination",1,3.125,4000,0.23792921192944
75,75,60,"Moderate Elimination",1,3.125,4000,0.872868169099092
90,75,60,"Moderate Elimination",1,3.125,4000,0.855455621378496
50,90,60,"Moderate Elimination",1,3.125,4000,0.927244612481445
75,90,60,"Moderate Elimination",1,3.125,4000,0.796985112130642
90,90,60,"Moderate Elimination",1,3.125,4000,0.87895533698611
50,50,75,"Moderate Elimination",1,3.125,4000,0.557023495668545
75,50,75,"Moderate Elimination",1,3.125,4000,0.326408673543483
90,50,75,"Moderate Elimination",1,3.125,4000,0.474076540675014
50,75,75,"Moderate Elimination",1,3.125,4000,0.335797197185457
75,75,75,"Moderate Elimination",1,3.125,4000,0.142974773421884
90,75,75,"Moderate Elimination",1,3.125,4000,0.655770012876019
50,90,75,"Moderate Elimination",1,3.125,4000,0.772383759031072
75,90,75,"Moderate Elimination",1,3.125,4000,0.651862336089835
90,90,75,"Moderate Elimination",1,3.125,4000,0.531400825362653
50,50,90,"Moderate Elimination",1,3.125,4000,0.380499384831637
75,50,90,"Moderate Elimination",1,3.125,4000,0.982663647737354
90,50,90,"Moderate Elimination",1,3.125,4000,0.803503714036196
50,75,90,"Moderate Elimination",1,3.125,4000,0.395396920852363
75,75,90,"Moderate Elimination",1,3.125,4000,0.89552430761978
90,75,90,"Moderate Elimination",1,3.125,4000,0.901201792061329
50,90,90,"Moderate Elimination",1,3.125,4000,0.287168862763792
75,90,90,"Moderate Elimination",1,3.125,4000,0.61593249370344
90,90,90,"Moderate Elimination",1,3.125,4000,0.720320149324834
50,50,60,"Aggressive Elimination",1,3.125,4000,0.0616454349365085
75,50,60,"Aggressive Elimination",1,3.125,4000,0.496377325616777
90,50,60,"Aggressive Elimination",1,3.125,4000,0.765518180560321
50,75,60,"Aggressive Elimination",1,3.125,4000,0.297515017446131
75,75,60,"Aggressive Elimination",1,3.125,4000,0.367554481839761
90,75,60,"Aggressive Elimination",1,3.125,4000,0.0452088117599487
50,90,60,"Aggressive Elimination",1,3.125,4000,0.594282139092684
75,90,60,"Aggressive Elimination",1,3.125,4000,0.106879993807524
90,90,60,"Aggressive Elimination",1,3.125,4000,0.514242578996345
50,50,75,"Aggressive Elimination",1,3.125,4000,0.819714447716251
75,50,75,"Aggressive Elimination",1,3.125,4000,0.11684658145532
90,50,75,"Aggressive Elimination",1,3.125,4000,0.40002715610899
50,75,75,"Aggressive Elimination",1,3.125,4000,0.0779707552865148
75,75,75,"Aggressive Elimination",1,3.125,4000,0.359716741135344
90,75,75,"Aggressive Elimination",1,3.125,4000,0.855498515302315
50,90,75,"Aggressive Elimination",1,3.125,4000,0.809520186157897
75,90,75,"Aggressive Elimination",1,3.125,4000,0.576001341687515
90,90,75,"Aggressive Elimination",1,3.125,4000,0.0416624683421105
50,50,90,"Aggressive Elimination",1,3.125,4000,0.193465501070023
75,50,90,"Aggressive Elimination",1,3.125,4000,0.426956751849502
90,50,90,"Aggressive Elimination",1,3.125,4000,0.0761462582740933
50,75,90,"Aggressive Elimination",1,3.125,4000,0.723821034422144
75,75,90,"Aggressive Elimination",1,3.125,4000,0.879263480426744
90,75,90,"Aggressive Elimination",1,3.125,4000,0.601806306978688
50,90,90,"Aggressive Elimination",1,3.125,4000,0.00499251391738653
75,90,90,"Aggressive Elimination",1,3.125,4000,0.191717067034915
90,90,90,"Aggressive Elimination",1,3.125,4000,0.227307142224163
50,50,60,"Loose Suppression",0,3.75,4000,0.564665300538763
75,50,60,"Loose Suppression",0,3.75,4000,0.260732263326645
90,50,60,"Loose Suppression",0,3.75,4000,0.256613856647164
50,75,60,"Loose Suppression",0,3.75,4000,0.768600698327646
75,75,60,"Loose Suppression",0,3.75,4000,0.893137950217351
90,75,60,"Loose Suppression",0,3.75,4000,0.494761255104095
50,90,60,"Loose Suppression",0,3.75,4000,0.229805752169341
75,90,60,"Loose Suppression",0,3.75,4000,0.409350098576397
90,90,60,"Loose Suppression",0,3.75,4000,0.415726351551712
50,50,75,"Loose Suppression",0,3.75,4000,0.626817226409912
75,50,75,"Loose Suppression",0,3.75,4000,0.942322330316529
90,50,75,"Loose Suppression",0,3.75,4000,0.0738338965456933
50,75,75,"Loose Suppression",0,3.75,4000,0.50649186456576
75,75,75,"Loose Suppression",0,3.75,4000,0.82336088269949
90,75,75,"Loose Suppression",0,3.75,4000,0.136143416399136
50,90,75,"Loose Suppression",0,3.75,4000,0.862470453139395
75,90,75,"Loose Suppression",0,3.75,4000,0.681078821187839
90,90,75,"Loose Suppression",0,3.75,4000,0.378519037505612
50,50,90,"Loose Suppression",0,3.75,4000,0.405003009364009
75,50,90,"Loose Suppression",0,3.75,4000,0.65632262127474
90,50,90,"Loose Suppression",0,3.75,4000,0.246056620264426
50,75,90,"Loose Suppression",0,3.75,4000,0.465512175345793
75,75,90,"Loose Suppression",0,3.75,4000,0.518002863274887
90,75,90,"Loose Suppression",0,3.75,4000,0.474179709563032
50,90,90,"Loose Suppression",0,3.75,4000,0.441410220228136
75,90,90,"Loose Suppression",0,3.75,4000,0.0299096645321697
90,90,90,"Loose Suppression",0,3.75,4000,0.0948397447355092
50,50,60,"Tight Suppression",0,3.75,4000,0.292311557335779
75,50,60,"Tight Suppression",0,3.75,4000,0.299703562632203
90,50,60,"Tight Suppression",0,3.75,4000,0.916629794286564
50,75,60,"Tight Suppression",0,3.75,4000,0.906547693768516
75,75,60,"Tight Suppression",0,3.75,4000,0.231792813399807
90,75,60,"Tight Suppression",0,3.75,4000,0.664916357491165
50,90,60,"Tight Suppression",0,3.75,4000,0.0343572304118425
75,90,60,"Tight Suppression",0,3.75,4000,0.256085536442697
90,90,60,"Tight Suppression",0,3.75,4000,0.623734813649207
50,50,75,"Tight Suppression",0,3.75,4000,0.0540772767271847
75,50,75,"Tight Suppression",0,3.75,4000,0.590787259861827
90,50,75,"Tight Suppression",0,3.75,4000,0.421741056488827
50,75,75,"Tight Suppression",0,3.75,4000,0.034997895359993
75,75,75,"Tight Suppression",0,3.75,4000,0.363589183893055
90,75,75,"Tight Suppression",0,3.75,4000,0.753907606936991
50,90,75,"Tight Suppression",0,3.75,4000,0.231770136160776
75,90,75,"Tight Suppression",0,3.75,4000,0.869772860780358
90,90,75,"Tight Suppression",0,3.75,4000,0.282118248520419
50,50,90,"Tight Suppression",0,3.75,4000,0.297886797925457
75,50,90,"Tight Suppression",0,3.75,4000,0.366926459595561
90,50,90,"Tight Suppression",0,3.75,4000,0.827548653353006
50,75,90,"Tight Suppression",0,3.75,4000,0.68150437460281
75,75,90,"Tight Suppression",0,3.75,4000,0.891279409406707
90,75,90,"Tight Suppression",0,3.75,4000,0.859622078714892
50,90,90,"Tight Suppression",0,3.75,4000,0.930172406602651
75,90,90,"Tight Suppression",0,3.75,4000,0.222963920794427
90,90,90,"Tight Suppression",0,3.75,4000,0.855542896082625
50,50,60,"Moderate Elimination",0,3.75,4000,0.196689070668072
75,50,60,"Moderate Elimination",0,3.75,4000,0.587857353268191
90,50,60,"Moderate Elimination",0,3.75,4000,0.826270178891718
50,75,60,"Moderate Elimination",0,3.75,4000,0.875336338300258
75,75,60,"Moderate Elimination",0,3.75,4000,0.858104744460434
90,75,60,"Moderate Elimination",0,3.75,4000,0.969357095193118
50,90,60,"Moderate Elimination",0,3.75,4000,0.511932573281229
75,90,60,"Moderate Elimination",0,3.75,4000,0.733833819860592
90,90,60,"Moderate Elimination",0,3.75,4000,0.206969143357128
50,50,75,"Moderate Elimination",0,3.75,4000,0.857316648587584
75,50,75,"Moderate Elimination",0,3.75,4000,0.847466928884387
90,50,75,"Moderate Elimination",0,3.75,4000,0.511981115909293
50,75,75,"Moderate Elimination",0,3.75,4000,0.59289720421657
75,75,75,"Moderate Elimination",0,3.75,4000,0.622744674794376
90,75,75,"Moderate Elimination",0,3.75,4000,0.994160341331735
50,90,75,"Moderate Elimination",0,3.75,4000,0.93842336977832
75,90,75,"Moderate Elimination",0,3.75,4000,0.923769680084661
90,90,75,"Moderate Elimination",0,3.75,4000,0.851391706615686
50,50,90,"Moderate Elimination",0,3.75,4000,0.895784524269402
75,50,90,"Moderate Elimination",0,3.75,4000,0.617607621476054
90,50,90,"Moderate Elimination",0,3.75,4000,0.337579285027459
50,75,90,"Moderate Elimination",0,3.75,4000,0.789018003502861
75,75,90,"Moderate Elimination",0,3.75,4000,0.93119456898421
90,75,90,"Moderate Elimination",0,3.75,4000,0.446912490995601
50,90,90,"Moderate Elimination",0,3.75,4000,0.775049171643332
75,90,90,"Moderate Elimination",0,3.75,4000,0.505382894538343
90,90,90,"Moderate Elimination",0,3.75,4000,0.470542690251023
50,50,60,"Aggressive Elimination",0,3.75,4000,0.66643825895153
75,50,60,"Aggressive Elimination",0,3.75,4000,0.561471817782149
90,50,60,"Aggressive Elimination",0,3.75,4000,0.850783558795229
50,75,60,"Aggressive Elimination",0,3.75,4000,0.68175501213409
75,75,60,"Aggressive Elimination",0,3.75,4000,0.875303035601974
90,75,60,"Aggressive Elimination",0,3.75,4000,0.0967158409766853
50,90,60,"Aggressive Elimination",0,3.75,4000,0.583595268661156
75,90,60,"Aggressive Elimination",0,3.75,4000,0.684758948395029
90,90,60,"Aggressive Elimination",0,3.75,4000,0.971374531276524
50,50,75,"Aggressive Elimination",0,3.75,4000,0.0797859360463917
75,50,75,"Aggressive Elimination",0,3.75,4000,0.287984311580658
90,50,75,"Aggressive Elimination",0,3.75,4000,0.0193258996587247
50,75,75,"Aggressive Elimination",0,3.75,4000,0.247113457880914
75,75,75,"Aggressive Elimination",0,3.75,4000,0.95105951372534
90,75,75,"Aggressive Elimination",0,3.75,4000,0.855205802014098
50,90,75,"Aggressive Elimination",0,3.75,4000,0.964944290230051
75,90,75,"Aggressive Elimination",0,3.75,4000,0.427122981287539
90,90,75,"Aggressive Elimination",0,3.75,4000,0.0602775460574776
50,50,90,"Aggressive Elimination",0,3.75,4000,0.81727711413987
75,50,90,"Aggressive Elimination",0,3.75,4000,0.755733810830861
90,50,90,"Aggressive Elimination",0,3.75,4000,0.45192522299476
50,75,90,"Aggressive Elimination",0,3.75,4000,0.0240223587024957
75,75,90,"Aggressive Elimination",0,3.75,4000,0.231779510620981
90,75,90,"Aggressive Elimination",0,3.75,4000,0.243163055274636
50,90,90,"Aggressive Elimination",0,3.75,4000,0.936151733621955
75,90,90,"Aggressive Elimination",0,3.75,4000,0.562256935052574
90,90,90,"Aggressive Elimination",0,3.75,4000,0.315818039234728
50,50,60,"Loose Suppression",1,3.75,4000,0.470175467664376
75,50,60,"Loose Suppression",1,3.75,4000,0.195291144074872
90,50,60,"Loose Suppression",1,3.75,4000,0.255874089198187
50,75,60,"Loose Suppression",1,3.75,4000,0.283414378296584
75,75,60,"Loose Suppression",1,3.75,4000,0.415746815735474
90,75,60,"Loose Suppression",1,3.75,4000,0.0347323690075427
50,90,60,"Loose Suppression",1,3.75,4000,0.512398937949911
75,90,60,"Loose Suppression",1,3.75,4000,0.0969450713600963
90,90,60,"Loose Suppression",1,3.75,4000,0.190407723654062
50,50,75,"Loose Suppression",1,3.75,4000,0.388210015371442
75,50,75,"Loose Suppression",1,3.75,4000,0.126705900300294
90,50,75,"Loose Suppression",1,3.75,4000,0.578735758317634
50,75,75,"Loose Suppression",1,3.75,4000,0.323074707062915
75,75,75,"Loose Suppression",1,3.75,4000,0.366149318171665
90,75,75,"Loose Suppression",1,3.75,4000,0.945928452536464
50,90,75,"Loose Suppression",1,3.75,4000,0.647822336759418
75,90,75,"Loose Suppression",1,3.75,4000,0.998152422718704
90,90,75,"Loose Suppression",1,3.75,4000,0.538383008679375
50,50,90,"Loose Suppression",1,3.75,4000,0.786534195533022
75,50,90,"Loose Suppression",1,3.75,4000,0.944492387818173
90,50,90,"Loose Suppression",1,3.75,4000,0.0474388101138175
50,75,90,"Loose Suppression",1,3.75,4000,0.0370691658463329
75,75,90,"Loose Suppression",1,3.75,4000,0.950333622982726
90,75,90,"Loose Suppression",1,3.75,4000,0.509422581642866
50,90,90,"Loose Suppression",1,3.75,4000,0.575399302877486
75,90,90,"Loose Suppression",1,3.75,4000,0.916412161896005
90,90,90,"Loose Suppression",1,3.75,4000,0.946978875668719
50,50,60,"Tight Suppression",1,3.75,4000,0.044348543509841
75,50,60,"Tight Suppression",1,3.75,4000,0.117223022738472
90,50,60,"Tight Suppression",1,3.75,4000,0.0427802861668169
50,75,60,"Tight Suppression",1,3.75,4000,0.657549996860325
75,75,60,"Tight Suppression",1,3.75,4000,0.136117533314973
90,75,60,"Tight Suppression",1,3.75,4000,0.208852598676458
