"v1trans","v2trans","vUptake","strategy","relax","R0","timeHorizon","effect","HALY"
50,50,75,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-763.079866953194
75,50,75,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",141.179030342027
90,50,75,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-184.95252490975
50,75,75,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",72.8935632389038
75,75,75,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-535.165982041508
90,75,75,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",54.6356186270713
50,90,75,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-357.856519240886
75,90,75,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",132.047240436077
90,90,75,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-619.778647972271
50,50,90,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-495.470214355737
75,50,90,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-262.487551383674
90,50,90,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-234.099546866491
50,75,90,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-533.859323430806
75,75,90,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-426.692636869848
90,75,90,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",-449.158450309187
50,90,90,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",71.9465411268174
75,90,90,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",103.673791559413
90,90,90,"Tight Suppression",1,2.5,"Y1","Road Traffic Injuries",143.285435903817
50,50,60,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",18.7336211558431
75,50,60,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-728.825640585274
90,50,60,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-426.124118687585
50,75,60,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-771.788271097466
75,75,60,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-693.186071654782
90,75,60,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-780.418349150568
50,90,60,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-518.235473148525
75,90,60,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-778.46519597806
90,90,60,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-511.431244388223
50,50,75,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",143.354779621586
75,50,75,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-26.5330806840212
90,50,75,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-291.95380625315
50,75,75,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",167.709119198844
75,75,75,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",122.123469645157
90,75,75,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-42.573275230825
50,90,75,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-133.147537894547
75,90,75,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-84.8746054805816
90,90,75,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-179.411594709382
50,50,90,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-213.344538537785
75,50,90,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-258.050998160616
90,50,90,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-9.11303767934446
50,75,90,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-82.8984563238919
75,75,90,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-195.79971251078
90,75,90,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-467.548588709906
50,90,90,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",111.091189133003
75,90,90,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-550.894282246009
90,90,90,"Moderate Elimination",1,2.5,"Y1","Road Traffic Injuries",-81.4337695017457
50,50,60,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-293.441093247384
75,50,60,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-132.845405908302
90,50,60,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-632.574993371964
50,75,60,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-539.549980033189
75,75,60,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-394.069026876241
90,75,60,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-588.699460914358
50,90,60,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",30.2749576978385
75,90,60,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-767.379851266742
90,90,60,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",129.472718387842
50,50,75,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-1.0165646206588
75,50,75,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-525.264434702694
90,50,75,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-283.260677196086
50,75,75,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-455.669749714434
75,75,75,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-56.6079671960324
90,75,75,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-532.020070077851
50,90,75,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-270.929401461035
75,90,75,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-503.647107351571
90,90,75,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-271.223082859069
50,50,90,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-694.190335879102
75,50,90,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",22.8723008651286
90,50,90,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-605.703389225528
50,75,90,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-152.873592171818
75,75,90,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-633.309590118006
90,75,90,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-173.401492135599
50,90,90,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-712.421292159706
75,90,90,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-393.998135766015
90,90,90,"Aggressive Elimination",1,2.5,"Y1","Road Traffic Injuries",-25.2816658001394
50,50,60,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",19.6417584549635
75,50,60,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-82.2031183168292
90,50,60,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-655.253504822031
50,75,60,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-58.9802460279316
75,75,60,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-184.020346915349
90,75,60,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-498.529078625143
50,90,60,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",74.2042230442166
75,90,60,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",6.49436917155977
90,90,60,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-377.869128668681
50,50,75,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-331.610838137567
75,50,75,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-226.380852935836
90,50,75,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-1.70861901715402
50,75,75,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-292.461937014014
75,75,75,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-588.586956216022
90,75,75,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-254.085583332926
50,90,75,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-165.473936777562
75,90,75,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-24.2590240202845
90,90,75,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",185.39592907764
50,50,90,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-685.380884865299
75,50,90,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-213.167540216819
90,50,90,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",173.368290346116
50,75,90,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-612.820586143062
75,75,90,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-754.230753472075
90,75,90,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-516.92626667209
50,90,90,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-703.579711448401
75,90,90,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",109.395503345877
90,90,90,"Loose Suppression",0,3.125,"Y1","Road Traffic Injuries",-175.907180132344
50,50,60,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",75.0090994872152
75,50,60,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-467.988835833967
90,50,60,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-564.319705078378
50,75,60,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-675.698918709531
75,75,60,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-167.202022811398
90,75,60,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-41.4059343282134
50,90,60,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-255.757070332766
75,90,60,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-286.754792742431
90,90,60,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-369.891005055979
50,50,75,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-755.798869486898
75,50,75,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-226.988000283018
90,50,75,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-486.202312586829
50,75,75,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-303.676927182823
75,75,75,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-559.594079339877
90,75,75,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-3.5662608686835
50,90,75,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-131.595731433481
75,90,75,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-778.012059582397
90,90,75,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-580.365617014468
50,50,90,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-510.062690312043
75,50,90,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-360.972468461841
90,50,90,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-96.1121199186892
50,75,90,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-314.339413261041
75,75,90,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-610.755253070965
90,75,90,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-493.205330753699
50,90,90,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-396.834696363658
75,90,90,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-191.45078510046
90,90,90,"Tight Suppression",0,3.125,"Y1","Road Traffic Injuries",-761.197798140347
50,50,60,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-708.391211181879
75,50,60,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-23.4401549212635
90,50,60,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-692.727524507791
50,75,60,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",15.8095399849116
75,75,60,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-135.247260285541
90,75,60,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-628.66225996986
50,90,60,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",104.018247500062
75,90,60,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-530.827680090442
90,90,60,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",147.790708392858
50,50,75,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",182.009323779494
75,50,75,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-713.974095601588
90,50,75,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",21.2265034671872
50,75,75,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-587.272590445355
75,75,75,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-580.377492308617
90,75,75,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-338.210247410461
50,90,75,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-782.812451897189
75,90,75,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",91.29707403481
90,90,75,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-278.060079971328
50,50,90,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-441.372986603528
75,50,90,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-767.856142204255
90,50,90,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-692.295783385634
50,75,90,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-144.967954559252
75,75,90,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-697.897898452356
90,75,90,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",15.9639947116375
50,90,90,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-795.93423679471
75,90,90,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",-353.204517113045
90,90,90,"Moderate Elimination",0,3.125,"Y1","Road Traffic Injuries",171.934963250533
50,50,60,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-554.533524625003
75,50,60,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-485.537526849657
90,50,60,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-298.122687451541
50,75,60,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-31.2980478163809
75,75,60,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",31.5908818040043
90,75,60,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",96.5862619224935
50,90,60,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-671.103137265891
75,90,60,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-205.490527395159
90,90,60,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-461.433162400499
50,50,75,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-585.485490690917
75,50,75,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-789.081253297627
90,50,75,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-182.271847222
50,75,75,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-682.604780374095
75,75,75,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-127.986272750422
90,75,75,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",13.6333813890814
50,90,75,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-103.436946356669
75,90,75,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",82.0510369259864
90,90,75,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-589.515656651929
50,50,90,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-698.316281614825
75,50,90,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-755.562483053654
90,50,90,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-331.188464257866
50,75,90,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-43.3540904894472
75,75,90,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-690.775551320985
90,75,90,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-380.493733519688
50,90,90,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-296.992385247722
75,90,90,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-593.96645561792
90,90,90,"Aggressive Elimination",0,3.125,"Y1","Road Traffic Injuries",-295.417094789445
50,50,60,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-651.990247145295
75,50,60,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-636.465193424374
90,50,60,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-38.0980150774122
50,75,60,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-560.835657129064
75,75,60,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-411.876605078578
90,75,60,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",166.741234529763
50,90,60,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",119.197706039995
75,90,60,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-679.385311156511
90,90,60,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-643.330781208351
50,50,75,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",79.3569130357354
75,50,75,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",81.8503618240356
90,50,75,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-684.511690121144
50,75,75,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-23.9387191366405
75,75,75,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-784.94640015997
90,75,75,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",32.3080772534012
50,90,75,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-260.669965483248
75,90,75,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-637.196529610083
90,90,75,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-748.891153791919
50,50,90,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-574.747631512582
75,50,90,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",155.509769264609
90,50,90,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-493.245000904426
50,75,90,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-751.703330036253
75,75,90,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",172.796449204907
90,75,90,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-179.873281810433
50,90,90,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-348.31433063373
75,90,90,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-150.686828373
90,90,90,"Loose Suppression",1,3.125,"Y1","Road Traffic Injuries",-165.453789243475
50,50,60,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-317.779723973945
75,50,60,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-428.486105706543
90,50,60,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-66.6694028303028
50,75,60,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",128.709320025518
75,75,60,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-21.0001370403916
90,75,60,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",147.021422674879
50,90,60,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",66.6191804222762
75,90,60,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-159.949503559619
90,90,60,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-501.900130603463
50,50,75,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-481.253948016092
75,50,75,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",155.299591412768
90,50,75,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-362.415113672614
50,75,75,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-434.33466013521
75,75,75,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-205.714932829142
90,75,75,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-583.349537756294
50,90,75,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-728.579492727295
75,90,75,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-210.870130639523
90,90,75,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-118.467002827674
50,50,90,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-575.973943760619
75,50,90,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",177.108197752386
90,50,90,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-124.546386022121
50,75,90,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-559.486651280895
75,75,90,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-52.8595596086234
90,75,90,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-693.196691991761
50,90,90,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-200.919815758243
75,90,90,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",-766.386192943901
90,90,90,"Tight Suppression",1,3.125,"Y1","Road Traffic Injuries",68.3802818413823
50,50,60,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-244.839610252529
75,50,60,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-425.30151149258
90,50,60,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-766.933175688609
50,75,60,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-363.013238832355
75,75,60,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",112.573052570224
90,75,60,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",75.6508915685117
50,90,60,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-283.449001796544
75,90,60,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-345.708767138422
90,90,60,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-696.985751343891
50,50,75,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-313.777091633529
75,50,75,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-545.486199855804
90,50,75,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",113.628383772448
50,75,75,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",148.185699526221
75,75,75,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-459.790934296325
90,75,75,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",72.9792463127523
50,90,75,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-232.997120777145
75,90,75,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-23.8276358693839
90,90,75,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",144.306785939261
50,50,90,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-190.481638489291
75,50,90,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",10.2129148319363
90,50,90,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-338.465530145913
50,75,90,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-622.303571039811
75,75,90,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-91.242404608056
90,75,90,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-748.743728455156
50,90,90,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-380.111627932638
75,90,90,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",42.9768495261669
90,90,90,"Moderate Elimination",1,3.125,"Y1","Road Traffic Injuries",-567.620685044676
50,50,60,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-598.309862380847
75,50,60,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",188.547512562945
90,50,60,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-580.850807670504
50,75,60,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-627.112874481827
75,75,60,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-674.277734896168
90,75,60,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",142.71397171542
50,90,60,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-193.094017636031
75,90,60,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-604.575042799115
90,90,60,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",85.8611311297863
50,50,75,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-292.212251527235
75,50,75,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-199.809627793729
90,50,75,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-197.316687507555
50,75,75,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-606.407896103337
75,75,75,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-407.358156470582
90,75,75,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-590.784151526168
50,90,75,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-100.193581264466
75,90,75,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",133.665377786383
90,90,75,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-73.2625680509955
50,50,90,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-139.738746406511
75,50,90,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-119.265557220206
90,50,90,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-653.182004997507
50,75,90,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-92.6253015175462
75,75,90,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",63.416745327413
90,75,90,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-476.602843217552
50,90,90,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-587.304586498067
75,90,90,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-623.960323119536
90,90,90,"Aggressive Elimination",1,3.125,"Y1","Road Traffic Injuries",-45.3031043987722
50,50,60,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-719.356251368299
75,50,60,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-94.7098899167031
90,50,60,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-122.812718106434
50,75,60,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-443.605290679261
75,75,60,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-626.484899967909
90,75,60,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-737.970092287287
50,90,60,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-171.392523869872
75,90,60,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-745.755572756752
90,90,60,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-584.005279419944
50,50,75,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-90.0604610331357
75,50,75,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-146.397254848853
90,50,75,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-421.24968552962
50,75,75,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",128.875698707998
75,75,75,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-54.8263932112605
90,75,75,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",-305.95044484362
50,90,75,"Loose Suppression",0,3.75,"Y1","Road Traffic Injuries",182.078016037121
